GC protein
GCA_000151145.1 EEQ32901.1
GCA_000149925.1 EFP92144.2
GCA_000469725.3 CDS40633.1
GCA_004000055.1 RVD86204.1
GCA_008690995.1 KAA8495013.1
GCA_003444635.2 KAH8144422.1
GCA_026225935.1 KAJ0066729.1
GCA_003344945.1 RDH39545.1
GCA_001949185.1 GAV04240.1
GCA_013365045.1 KAF5107254.1
GCA_009735665.1 KAE9418496.1
GCA_001605985.2 PKU85067.1
GCA_014905375.1 GFQ08883.1
GCA_000180735.1 CAG09472.1
GCA_002897195.1 GAY41065.1
GCA_000298355.1 ELR56463.1
GCA_005959815.1 TMW42457.1
GCA_000507365.1 ETN81846.1
GCA_000516915.1 ETE73130.1
GCA_010203745.1 KAF1797855.1
GCA_018691715.1 KAG6609980.1
GCA_018691715.1 KAG6609981.1
GCA_018691715.1 KAG6587133.1
GCA_015533775.1 KAF9247635.1
GCA_000004985.1 EFC49778.1
GCA_000988165.1 KKO76117.1
GCA_000151645.1 CAZ83140.1
GCA_000204055.1 EGG12463.1
GCA_000143365.1 EAQ83357.1
GCA_000330505.1 ELP90434.1
GCA_001477535.1 KTW26808.1
GCA_000149985.1 EDU49836.1
GCA_001632365.1 KZT01205.1
GCA_025594325.1 KAI9155982.1
GCA_001990825.1 OOF97955.1
GCA_905146905.1 CAD7677397.1
GCA_017607445.1 KAG5298429.1
GCA_012980535.1 KAF4586681.1
GCA_006381635.2 KAE8660577.1
GCA_006381635.2 KAE8662403.1
GCA_019207475.1 KAG7819323.1
GCA_014235925.1 KAF6789922.1
GCA_022814885.1 KAI1725645.1
GCA_019722365.1 KAG9156947.1
GCA_000151665.1 CBK24521.2
GCA_002738505.1 PIA61131.1
GCA_002738505.1 PIA61132.1
GCA_012274485.2 KAF8090136.1
GCA_012274485.2 KAF8090148.1
GCA_000181795.2 EFV54686.1
GCA_000181795.2 EFV49402.1
GCA_024362625.1 KAI5611531.1
GCA_000220395.1 EGR29225.1
GCA_000220395.1 EGR32403.1
GCA_000220395.1 EGR27216.1
GCA_001839685.1 OHT00741.1
GCA_900660405.1 VEU41490.1
GCA_900000015.1 CEG41742.1
GCA_000183805.3 EFO24929.1
GCA_001675575.1 OBS82989.1
GCA_019648995.1 GFO37513.1
GCA_900157425.1 SJL13714.1
GCA_000258705.1 EIE20176.1
GCA_001664045.1 OBA16638.1
GCA_002116315.1 OSS44482.1
GCA_016758905.1 KAG2172300.1
GCA_000143105.2 EFX05522.1
GCA_001638985.2 OAD77460.1
GCA_000218685.1 EGO29601.1
GCA_000146915.2 EAT92328.2
GCA_000151315.2 KJE89320.1
GCA_000961545.1 KJR82403.1
GCA_000151125.2 EFE32770.1
GCA_000003525.2 EEQ88009.2
GCA_000403515.1 GAC99200.1
GCA_001636725.1 OAA73354.1
GCA_000523455.1 EUC47044.1
GCA_000350065.2 TDZ17383.1
GCA_000247585.2 ETN02954.1
GCA_000247585.2 ETM99092.1
GCA_014108235.1 KAF6308201.1
GCA_014108235.1 KAF6308200.1
GCA_020809275.1 KAH7642757.1
GCA_029747655.1 KAJ8504204.1
GCA_020744515.1 KAH7251546.1
GCA_001561935.1 KXG53727.1
GCA_017655625.1 KAG5420956.1
GCA_903632075.3 CAE1240065.1
GCA_008065275.1 TXT07396.1
GCA_904845875.1 CAD6219399.1
GCA_904845875.1 CAD6225032.1
GCA_904845875.1 CAD6219245.1
GCA_013621035.1 KAF5900360.1
GCA_002006685.2 KAJ1343439.1
GCA_002006685.2 KAJ1336616.1
GCA_944317955.1 CAH7732517.1
GCA_944317955.1 CAH7751706.1
GCA_944317955.1 CAH7732518.1
GCA_944317955.1 CAH7713516.1
GCA_944317955.1 CAH7713514.1
GCA_944317955.1 CAH7713509.1
GCA_029204205.1 KAJ7361885.1
GCA_029204205.1 KAJ7372929.1
GCA_024036415.1 KAI4873828.1
GCA_006386115.1 KAF1335483.1
GCA_006386115.1 KAF1323663.1
GCA_003025115.1 PTB65839.1
GCA_025331445.1 KAI8389422.1
GCA_000150275.1 EDV19356.1
GCA_003724135.2 RNJ57358.1
GCA_013340265.1 GFG28688.1
GCA_010087175.1 KAF1663909.1
GCA_000708835.1 GAQ83575.1
GCA_001718145.1 ODM94564.1
GCA_008360955.1 KAA0198324.1
GCA_008360955.1 KAA0187328.1
GCA_001974805.1 OMO63980.1
GCA_000414095.2 EXB28598.1
GCA_001939145.1 OLP81086.1
GCA_009835225.1 KAF0752067.1
GCA_000705375.2 KGL75242.1
GCA_000688135.1 EYB99810.1
GCA_000688135.1 EYB99811.1
GCA_000688135.1 EYB99809.1
GCA_000691405.1 KFQ05143.1
GCA_000709365.1 KFV18064.1
GCA_000328365.1 ELU18588.1
GCA_000328365.1 ELU18590.1
GCA_000499605.1 CDJ58259.1
GCA_000499425.1 CDI80414.1
GCA_000803305.1 KHN80366.1
GCA_900537255.1 VBB30632.1
GCA_900537255.1 VBB29212.1
GCA_001045655.1 KMQ88653.1
GCA_001045655.1 KMQ86769.1
GCA_000816705.1 KJH43320.1
GCA_003336725.1 RCN33738.1
GCA_000797555.1 KHJ98645.1
GCA_024613185.1 KAI6029649.1
GCA_026319165.1 KAJ0306388.1
GCA_000226395.1 CAP91868.1
GCA_024516155.1 KAI5818044.1
GCA_022478725.1 KAI1474178.1
GCA_024761355.1 KAI7159385.1
GCA_000275845.1 EJF57352.1
GCA_000145635.1 EJT80929.1
GCA_000145635.1 EJT80928.1
GCA_000315625.1 EKX54504.1
GCA_000315625.1 EKX55294.1
GCA_000150505.2 EPX73720.1
GCA_910890315.1 CAG7849770.1
GCA_000814965.1 KID77648.1
GCA_001692895.1 OCK89929.1
GCA_000349005.2 EMR08607.1
GCA_003019875.1 PSS15125.1
GCA_000340215.1 EME88896.1
GCA_000271585.1 EIW55250.1
GCA_004565275.1 TFJ86446.1
GCA_001329695.1 KPV75193.1
GCA_000213175.1 EGO55796.1
GCA_000150735.2 EEH46965.2
GCA_000150735.2 EEH46396.2
GCA_001636715.1 KZZ88021.1
GCA_000006405.1 EER05825.1
GCA_000006405.1 EER14617.1
GCA_000320605.2 EMD35324.1
GCA_028827555.1 KAJ5333581.1
GCA_902825455.1 CAB3238511.1
GCA_902825455.1 CAB3238509.1
GCA_020740775.1 KAH6982720.1
GCA_020891255.1 GJJ79056.1
GCA_004156035.1 RYO60703.1
GCA_025770515.1 KAI9520016.1
GCA_005784505.1 TTI76910.1
GCA_005784505.1 TTI76911.1
GCA_020137385.1 KAH0610345.1
GCA_000203815.1 EGG15132.1
GCA_023529315.1 KAI3864676.1
GCA_030220185.1 KAJ9582060.1
GCA_000732125.1 KEZ41490.1
GCA_026229845.1 KAJ0122142.1
GCA_021527685.1 KAH9087036.1
GCA_001511075.1 CEL10743.1
GCA_019448385.1 KAG8468199.1
GCA_003260565.1 RAL68300.1
GCA_009731335.1 GET93265.1
GCA_001048715.1 CEJ55488.1
GCA_022606055.1 KAI0822933.1
GCA_000836115.1 KIW17832.1
GCA_007182795.1 TRX91565.1
GCA_008330645.1 KAA0152310.1
GCA_026026815.1 KAI9865412.1
GCA_030435635.1 KAK0436871.1
GCA_021605075.1 GIX68461.1
GCA_021605075.1 GIX68463.1
GCA_001593445.1 POM85428.1
GCA_021525775.1 KAH9074138.1
GCA_001447515.1 KRX06428.1
GCA_001447515.1 KRX06928.1
GCA_001447515.1 KRX01945.1
GCA_022478865.1 KAI0221426.1
GCA_022478865.1 KAI0221425.1
GCA_023601865.2 KAI9042656.1
GCA_002072235.1 OQE02637.1
GCA_021066465.1 KAH8124890.1
GCA_003070745.1 PUU72967.1
GCA_008802855.1 KAB0791618.1
GCA_000320565.2 EMF16812.1
GCA_001447645.1 KRZ36985.1
GCA_003676055.1 RLW07193.1
GCA_011392965.1 KAF3430557.1
GCA_905071765.1 CAD6924101.1
GCA_020080175.1 KAH0536949.1
GCA_003203535.1 GBF93191.1
GCA_003203535.1 GBF87468.1
GCA_002204255.1 OWP05366.1
GCA_000376725.2 KAG8230232.1
GCA_002249935.1 OZC12378.1
GCA_006547085.1 TQD80066.1
GCA_006547085.1 TQD84158.1
GCA_006547085.1 TQD70530.1
GCA_027596075.1 KAJ3035450.1
GCA_903772945.1 CAB9521407.1
GCA_903772945.1 CAB9521410.1
GCA_013399435.1 NXK21432.1
GCA_900604375.1 VDD80594.1
GCA_003182015.1 PWW71655.1
GCA_008508345.1 KAA3670936.1
GCA_008508345.1 KAA3671230.1
GCA_008508345.1 KAA3671231.1
GCA_019974015.1 GFS42056.1
GCA_008636005.1 GER42792.1
GCA_000797535.1 KHJ46404.1
GCA_000715545.1 KER20120.1
GCA_000520075.1 ETV71121.1
GCA_000188695.1 EGD83460.1
GCA_000499385.1 CDJ66412.1
GCA_000143925.2 EGT38526.1
GCA_000143925.2 EGT56909.1
GCA_000699145.1 KFM03114.1
GCA_000747805.2 KFU95180.1
GCA_003991915.1 RUS83473.1
GCA_902702965.1 VZI05424.1
GCA_902702965.1 VZI24153.1
GCA_902702965.1 VZI51020.1
GCA_000687185.1 KFP10594.1
GCA_013400445.1 NXP31922.1
GCA_000691845.1 KFQ20814.1
GCA_000765035.1 CDO77079.1
GCA_000687285.1 KFQ82192.1
GCA_000695765.1 KFQ34770.1
GCA_000699105.1 KFW62049.1
GCA_000700745.2 KFZ48495.1
GCA_000687375.1 KFQ48090.1
GCA_000695195.1 KFP45611.1
GCA_001276565.1 KOX68230.1
GCA_003427395.1 GBG86212.1
GCA_003427395.1 GBG86210.1
GCA_902706635.1 CAA0824896.1
GCA_902706635.1 CAA0843178.1
GCA_026937265.1 KAJ1514752.1
GCA_000816745.1 KIH66746.1
GCA_000816745.1 KIH65150.1
GCA_000816745.1 KIH65151.1
GCA_000816745.1 KIH45545.1
GCA_002352805.1 PIO63050.1
GCA_002352805.1 PIO63432.1
GCA_002352805.1 PIO59641.1
GCA_004154835.1 RYO23791.1
GCA_001466705.2 KAI3597469.1
GCA_000006515.1 EEA05424.1
GCA_000708205.1 KEI40072.1
GCA_000516985.1 ETS73183.1
GCA_000182565.2 KND04336.1
GCA_001299535.1 KPI87746.1
GCA_000709895.1 KFO14162.1
GCA_000710305.1 KFO88702.1
GCA_000751175.1 CDW86252.1
GCA_000751175.1 CDW72387.1
GCA_000751175.1 CDW90447.1
GCA_000751175.1 CDW71809.1
GCA_000751175.1 CDW88573.1
GCA_000320585.2 ETW77854.1
GCA_001477545.1 KTW31605.1
GCA_000769265.1 KFH47352.1
GCA_000271645.1 EIW67861.1
GCA_000523435.1 EUC34154.1
GCA_000739165.1 KFH66766.1
GCA_000464535.1 ERF71675.1
GCA_000298775.1 EKD17137.1
GCA_932364175.1 CAH8379094.1
GCA_001186125.1 KNC79982.1
GCA_001186125.1 KNC79983.1
GCA_001186125.1 KNC73526.1
GCA_000209125.2 EDR26686.1
GCA_001636795.1 OAA82355.1
GCA_002760635.1 PIL23567.1
GCA_015179015.1 KAF8437983.1
GCA_002092935.1 OSD01399.1
GCA_000827315.1 KIM91619.1
GCA_000827485.1 KIL62704.1
GCA_015951145.1 KAG0139481.1
GCA_015951145.1 KAG0147557.1
GCA_000383075.1 EOB11713.1
GCA_030270665.1 GMI73719.1
GCA_943737965.1 CAH6778077.1
GCA_014108415.1 KAF6429917.1
GCA_014108415.1 KAF6429918.1
GCA_014108415.1 KAF6429916.1
GCA_014108245.1 KAF6329095.1
GCA_947459285.1 CAI5439319.1
GCA_947459285.1 CAI5438239.1
GCA_020746995.1 KAH7353953.1
GCA_020360975.1 KAH0964816.1
GCA_028828655.1 KAJ5920485.1
GCA_013390195.1 KAF5492301.1
GCA_918797485.1 CAH0364656.1
GCA_011075155.1 KAF4784825.1
GCA_028828875.1 KAJ6106876.1
GCA_023375755.1 KAI9149114.1
GCA_030435815.1 KAK0382714.1
GCA_026261945.1 KAJ0250111.1
GCA_019788955.1 KAG9344476.1
GCA_024862765.1 GIX65746.1
GCA_003851025.1 GBE83778.1
GCA_013053245.1 KAF4618937.1
GCA_019364595.1 KAG8216931.1
GCA_019364595.1 KAG8216932.1
GCA_903813345.2 CAH1773939.1
GCA_030407055.1 KAK0188544.1
GCA_020726555.1 KAH6620082.1
GCA_009299455.1 KAB8287896.1
GCA_014180765.2 KAG6554112.1
GCA_019671135.1 KAG9067926.1
GCA_022606195.1 KAI0630999.1
GCA_025882075.1 KAI9636001.1
GCA_025882075.1 KAI9635900.1
GCA_020744425.1 KAH7166331.1
GCA_021927905.1 GFH60320.1
GCA_029706075.1 KAJ8412634.1
GCA_019787685.1 KAG9309945.1
GCA_019787685.1 KAG9309590.1
GCA_020744185.1 KAH7055481.1
GCA_020744225.1 KAH7078950.1
GCA_015342445.1 KAF8695246.1
GCA_015342445.1 KAF8657666.1
GCA_025504975.1 KAI8937982.1
GCA_022376465.1 KAH9886081.1
GCA_933666425.1 CAH2095409.1
GCA_933666425.1 CAH2095410.1
GCA_014898415.1 KAF7867339.1
GCA_026008595.1 GLB42318.1
GCA_029948375.1 MDI1490900.1
GCA_004522665.1 TLD18827.1
GCA_003942205.1 RSH79054.1
GCA_015698045.1 GES87122.1
GCA_021365365.1 KAH8655964.1
GCA_021365295.1 KAH8669713.1
GCA_022264815.1 KAH9833177.1
GCA_018340605.1 GIJ82250.1
GCA_018397855.1 KAG6377351.1
GCA_024699855.1 KAI6207979.1
GCA_003942215.1 RSH90610.1
GCA_025526995.1 KAI8911307.1
GCA_000835515.1 KIW37078.1
GCA_001896365.1 RAO70285.1
GCA_000836275.1 KIV94449.1
GCA_018859375.1 KAG6923830.1
GCA_023159155.1 KAI3340096.1
GCA_000835495.1 KIW29689.1
GCA_000835495.1 KIW29690.1
GCA_933228535.1 CAH1976488.1
GCA_025766275.1 KAI9438563.1
GCA_013368325.1 KAF5334666.1
GCA_019973935.1 GFX60170.1
GCA_019973935.1 GFX60169.1
GCA_019973935.1 GFX60165.1
GCA_949089665.1 CAI6361565.1
GCA_022606235.1 KAI0792522.1
GCA_022385695.1 KAI0975205.1
GCA_020186115.1 KAH0799936.1
GCA_024613165.1 KAI5996268.1
GCA_002105105.1 ORY87848.1
GCA_003013735.1 PSK36266.1
GCA_007026445.1 TRM62248.1
GCA_001481775.2 PON30895.1
GCA_013358835.2 KAG0429865.1
GCA_018404265.1 GIK03535.1
GCA_918697745.1 CAH0108743.1
GCA_001642045.1 OAG06828.1
GCA_018342105.1 KAG5872856.1
GCA_000836295.1 KIW07248.1
GCA_000836295.1 KIW07249.1
GCA_022495235.1 KAI0544813.1
GCA_001865345.1 OII70962.1
GCA_022478825.1 KAI1463267.1
GCA_009193545.1 KAE8344217.1
GCA_022606075.1 KAI0715576.1
GCA_000006335.3 EER33168.1
GCA_000004255.1 EFH51201.1
GCA_000499545.1 CDJ39950.1
GCA_000203795.1 EGF81778.1
GCA_000151335.1 EER28474.1
GCA_000143415.2 EFJ17660.1
GCA_000143415.2 EFJ29124.1
GCA_000471905.1 ERN03092.1
GCA_002926055.1 PVH22803.1
GCA_000182805.2 CCC09581.1
GCA_000151265.1 EEH56631.1
GCA_000151265.1 EEH56528.1
GCA_014805625.1 KAI9587914.1
GCA_002926085.1 PVH15122.1
GCA_000002865.1 EDQ85496.1
GCA_023376855.1 KAI3550694.1
GCA_900074885.1 CZT09518.1
GCA_014839935.2 KAJ9075514.1
GCA_014839935.2 KAJ9075512.1
GCA_014839935.2 KAJ9049741.1
GCA_014839935.2 KAJ9049740.1
GCA_014839935.2 KAJ9075513.1
GCA_009193445.1 KAE8134321.1
GCA_010724455.1 GFF24866.1
GCA_000264905.1 EIM88849.1
GCA_022376515.1 KAH9975321.1
GCA_025331435.1 KAI8360758.1
GCA_030512325.1 KAK0642397.1
GCA_003194525.1 PXF42345.1
GCA_025201785.1 KAI8947853.1
GCA_000527765.1 EUN29628.1
GCA_011800145.1 KAF3826791.1
GCA_030068145.1 KAJ9467537.1
GCA_004798865.1 KAF7252733.1
GCA_001481415.2 OCB86634.1
GCA_905250025.1 CAF1298843.1
GCA_905250025.1 CAF0890749.1
GCA_001625285.1 KZL80176.1
GCA_002865625.1 PMD12460.1
GCA_002049455.2 OSX69653.1
GCA_002049455.2 OSX68622.1
GCA_001027345.1 KLT40648.1
GCA_002218305.1 OXB62625.1
GCA_004369125.1 TFL04723.1
GCA_903994135.1 CAD2192716.1
GCA_903994135.1 CAD2125517.1
GCA_903994135.1 CAD2140631.1
GCA_001293395.1 KPA80136.1
GCA_022478985.1 KAI0216514.1
GCA_010078415.1 KAF1470025.1
GCA_030052785.1 KAJ9137635.1
GCA_013398375.1 NWY19254.1
GCA_004786065.1 TGZ80685.1
GCA_016800925.1 KAG2363692.1
GCA_000264995.1 EIN08523.1
GCA_017365405.1 KAG4416792.1
GCA_004355085.1 TDL25149.1
GCA_001972305.1 GAV87389.1
GCA_025890175.1 KAI9650713.1
GCA_013398635.1 NXD36713.1
GCA_016748015.1 KAG9301665.1
GCA_015501595.1 KAF9033443.1
GCA_014281905.1 KAF7119119.1
GCA_001687445.1 OCH88410.1
GCA_000327385.1 ESO97193.1
GCA_900624975.1 VDM56221.1
GCA_022160305.1 KAI0066930.1
GCA_006352295.1 TNY21923.1
GCA_000204515.1 EGI64457.1
GCA_013397395.1 NWR06841.1
GCA_000350225.2 CDF39965.1
GCA_024635365.1 KAI6071489.1
GCA_001913855.2 PSS36954.1
GCA_001913855.2 PSR71337.1
GCA_013398195.1 NWW97590.1
GCA_000613005.1 CDW51812.1
GCA_004802725.1 THH32610.1
GCA_002335675.1 GAX75912.1
GCA_002335675.1 GAX83197.1
GCA_013398595.1 NXC81446.1
GCA_001970955.1 OMJ81884.1
GCA_004794785.1 TGZ73172.1
GCA_004794785.1 TGZ73173.1
GCA_013397515.1 NWU94672.1
GCA_013398335.1 NWY04889.1
GCA_000190715.1 EGC35137.1
GCA_013399995.1 NXM82228.1
GCA_019155715.1 KAG7393585.1
GCA_019155715.1 KAG7376658.1
GCA_003547095.1 RHZ47928.1
GCA_003547095.1 RHZ76117.1
GCA_004802695.1 THH03935.1
GCA_000611955.2 KFM67800.1
GCA_000611955.2 KFM67801.1
GCA_000611955.2 KFM67798.1
GCA_000271605.1 EJC97743.1
GCA_013398735.1 NXA54227.1
GCA_000986645.1 KKK17450.1
GCA_003550325.1 RIB21327.1
GCA_002174775.1 OVA16806.1
GCA_003731715.1 ROI46703.1
GCA_000520115.1 ETW01726.1
GCA_000520115.1 ETV89772.1
GCA_000743755.1 KNB46254.1
GCA_000691975.1 KFO56685.1
GCA_025201805.1 KAI8643162.1
GCA_001642005.1 OAF67544.1
GCA_000690835.1 KFV98003.1
GCA_015849325.1 KAF9990863.1
GCA_000691785.1 KFQ00736.1
GCA_000690875.1 KFV49979.1
GCA_013401275.1 NXS72564.1
GCA_000696155.1 KDR17272.1
GCA_026074375.1 GJY33065.1
GCA_026074375.1 GJR83688.1
GCA_026074375.1 GJV01525.1
GCA_026074375.1 GJX79340.1
GCA_026074375.1 GJT06519.1
GCA_026074375.1 GJT00013.1
GCA_026074375.1 GKA65225.1
GCA_026074375.1 GKA67175.1
GCA_026074375.1 GJU17879.1
GCA_026074375.1 GKC87724.1
GCA_026074375.1 GJW16990.1
GCA_026074375.1 GKB32677.1
GCA_026074375.1 GJV01526.1
GCA_026074375.1 GJZ82284.1
GCA_026074375.1 GJW49874.1
GCA_026074375.1 GJV27810.1
GCA_026074375.1 GJW90893.1
GCA_026074375.1 GJY03102.1
GCA_026074375.1 GJZ90134.1
GCA_026074375.1 GKB06500.1
GCA_026074375.1 GJR59979.1
GCA_026074375.1 GKD06285.1
GCA_000968615.1 KKA29460.1
GCA_003550305.1 RIA98725.1
GCA_027627235.1 KAJ3497847.1
GCA_025201675.1 KAI9301123.1
GCA_000708925.1 KFW73771.1
GCA_006535955.1 TPX40170.1
GCA_016098005.1 KAG0346697.1
GCA_027627215.1 KAJ3496245.1
GCA_000699945.1 KFP47728.1
GCA_001594115.1 KYN44089.1
GCA_000223845.4 EZG72706.1
GCA_900617975.1 VDN96821.1
GCA_900617975.1 VDO00735.1
GCA_902806785.1 CAB0010867.1
GCA_009428275.1 KAE8195361.1
GCA_000827895.1 KII68033.1
GCA_001633215.2 OEL33357.1
GCA_910592005.1 CAG8560313.1
GCA_002909625.1 POI33273.1
GCA_027596945.1 KAJ3092406.1
GCA_027596945.1 KAJ3119956.1
GCA_027596945.1 KAJ3088395.1
GCA_027596945.1 KAJ3131884.1
GCA_012184305.1 KAF3918326.1
GCA_020521535.1 GKU87000.1
GCA_000956045.1 KJZ75366.1
GCA_001636735.1 OAA37368.1
GCA_000003515.2 EEP77890.1
GCA_011800875.2 KAG2748886.1
GCA_001189435.1 KND93842.1
GCA_000827255.1 KIK43034.1
GCA_000832265.1 KIP07272.1
GCA_000151295.1 KNE71745.1
GCA_000151295.1 KNE59698.1
GCA_000827415.1 KIM26698.1
GCA_002844005.1 PKU28361.1
GCA_002844005.1 PKU38494.1
GCA_000827465.1 KIO19597.1
GCA_002029285.1 OPJ82552.1
GCA_002029285.1 OPJ82551.1
GCA_029603245.1 KAJ8596178.1
GCA_029282475.1 KAJ7341256.1
GCA_029282475.1 KAJ7341254.1
GCA_030512295.1 KAK0625405.1
GCA_011692745.1 KAF3483954.1
GCA_030512335.1 KAK0611650.1
GCA_030512335.1 KAK0613706.1
GCA_022836555.1 GKT65150.1
GCA_030549175.1 KAK0725276.1
GCA_030673865.1 KAK1126478.1
GCA_014462675.1 KAF7359420.1
GCA_020744385.1 KAH7179841.1
GCA_030512285.1 KAK0648722.1
GCA_030512285.1 KAK0642121.1
GCA_030549215.1 KAK0749791.1
GCA_019096155.1 KAG7293883.1
GCA_028828765.1 KAJ6075258.1
GCA_029168975.1 KAJ6437370.1
GCA_030407005.1 KAK0202460.1
GCA_030268105.1 GLI66732.1
GCA_030268105.1 GLI71695.1
GCA_020726525.1 KAH6645275.1
GCA_022984875.1 KAI2604082.1
GCA_030407015.1 KAK0214902.1
GCA_000820605.1 KIH90236.1
GCA_012980515.1 KAF4594431.1
GCA_003260385.1 RAL49223.1
GCA_022539325.1 KAI0473436.1
GCA_020744255.1 KAH7018479.1
GCA_022432505.1 KAI0126282.1
GCA_030265305.1 KAK0066387.1
GCA_022606115.1 KAI0739110.1
GCA_030267565.1 GLC55756.1
GCA_030267565.1 GLC58458.1
GCA_022606135.1 KAI0760099.1
GCA_019321695.1 KAG8159927.1
GCA_030549205.1 KAK0721347.1
GCA_020747065.1 KAH7379739.1
GCA_030407065.1 KAK0239269.1
GCA_021365275.1 KAH8655236.1
GCA_021365285.1 KAH8693856.1
GCA_029204075.1 KAJ6547168.1
GCA_002251995.2 PRT55414.1
GCA_013461495.1 KAF5878573.1
GCA_022598655.1 KAI0915995.1
GCA_022598655.1 KAI0915997.1
GCA_022598655.1 KAI0915996.1
GCA_009982845.1 KAF1343601.1
GCA_014925845.1 KAF8155583.1
GCA_942486035.1 CAH3166591.1
GCA_942486035.1 CAH3190166.1
GCA_942486035.1 CAH3185495.1
GCA_942486035.1 CAH3166594.1
GCA_020746835.1 KAH7324336.1
GCA_905066765.1 CAD6448106.1
GCA_015956445.1 KAF9788094.1
GCA_014058105.1 KAF6156960.1
GCA_014066315.1 KAF6226948.1
GCA_002897235.1 GBE62195.1
GCA_027921405.1 KAJ3747148.1
GCA_022605405.1 KAI0716417.1
GCA_025528875.1 KAI8969051.1
GCA_022606255.1 KAI0642601.1
GCA_020744415.1 KAH7119889.1
GCA_022606215.1 KAI0676525.1
GCA_004011705.1 KAF9699076.1
GCA_015501605.1 KAF9051391.1
GCA_019456465.1 KAG8533054.1
GCA_029320655.1 KAJ7591055.1
GCA_029532465.1 KAJ8099187.1
GCA_002847485.1 PKY02068.1
GCA_010015805.1 KAF2103506.1
GCA_020726485.1 KAH6672184.1
GCA_022695815.1 KAI1621664.1
GCA_029281495.1 KAJ7184166.1
GCA_022539335.1 KAI0466260.1
GCA_020744375.1 KAH7140124.1
GCA_021605115.1 GFR46109.1
GCA_021605115.1 GFR46110.1
GCA_019059645.1 KAG7230131.1
GCA_024516145.1 KAI5783375.1
GCA_024663395.1 KAI6148602.1
GCA_022695825.1 KAI1614237.1
GCA_000836255.1 GAM89461.1
GCA_011032825.1 KAF2877020.1
GCA_016758895.1 KAG2174533.1
GCA_002105175.1 ORZ05657.1
GCA_018292915.1 KAG5693610.1
GCA_018292915.1 KAG5693609.1
GCA_027919835.1 KAJ3715398.1
GCA_029282495.1 KAJ7349326.1
GCA_008694065.1 KAF3065765.1
GCA_024521645.1 KAI5844537.1
GCA_029378245.1 KAJ7632274.1
GCA_000004825.1 EFA80990.1
GCA_002245815.2 PSC70691.1
GCA_028011355.1 KAJ4482025.1
GCA_024516245.1 KAI5808526.1
GCA_023159215.1 KAI3322773.1
GCA_029281465.1 KAJ7093127.1
GCA_022496965.1 KAI0893582.1
GCA_015178965.1 KAF8483462.1
GCA_020736575.1 KAH6877127.1
GCA_022836535.1 GKT41379.1
GCA_023515745.1 KAI3645480.1
GCA_023515745.1 KAI3642675.1
GCA_022984845.1 KAI2638422.1
GCA_022376275.1 KAH9908852.1
GCA_002102565.1 ORX33553.1
GCA_022264835.1 KAH9823389.1
GCA_025677815.1 KAI9278907.1
GCA_025716815.1 KAI9312530.1
GCA_024521635.1 KAI5858369.1
GCA_025766305.1 KAI9502600.1
GCA_021399435.1 KAH8761153.1
GCA_022984865.1 KAI2627936.1
GCA_025201345.1 KAI8073612.1
GCA_024516215.1 KAI5803813.1
GCA_029282125.1 KAJ7074366.1
GCA_013368375.1 KAF5379188.1
GCA_025602905.1 KAI9093843.1
GCA_030435615.1 KAK0501656.1
GCA_025528855.1 KAI8976662.1
GCA_029282285.1 KAJ7273346.1
GCA_029289555.1 KAJ7470392.1
GCA_029449255.1 KAJ7684753.1
GCA_030435655.1 KAK0489289.1
GCA_025201365.1 KAI8057366.1
GCA_911174995.1 CAG8228648.1
GCA_001566295.1 KXJ86865.1
GCA_022606155.1 KAI0764567.1
GCA_022432385.1 KAI0144435.1
GCA_025093555.1 KAI7852280.1
GCA_022578705.1 KAI1262760.1
GCA_016647635.1 KAG1823365.1
GCA_014066305.1 KAF6231625.1
GCA_014066305.1 KAF6227519.1
GCA_022606275.1 KAI0656962.1
GCA_010015615.1 KAF1841561.1
GCA_015179035.1 KAF8422516.1
GCA_015179045.1 KAF8475994.1
GCA_010015825.1 KAF2110445.1
GCA_025526955.1 KAI8904067.1
GCA_024613125.1 KAI6019884.1
GCA_022578515.1 KAI1206957.1
GCA_015039405.1 KAF8342825.1
GCA_025558075.1 KAI8997992.1
GCA_002104935.1 ORX63094.1
GCA_029289565.1 KAJ7445807.1
GCA_022264855.1 KAH9848373.1
GCA_024663475.1 KAI6168433.1
GCA_029282135.1 KAJ7090206.1
GCA_030435595.1 KAK0466846.1
GCA_022453515.1 KAI0204366.1
GCA_015178925.1 KAF8504398.1
GCA_016647685.1 KAG1877076.1
GCA_025782845.1 KAI9569874.1
GCA_023705535.2 GFE55401.1
GCA_029281795.1 KAJ7105743.1
GCA_022578875.1 KAI1372382.1
GCA_022385635.1 KAI1736093.1
GCA_016647745.1 KAG1802267.1
GCA_025786725.1 KAI9596421.1
GCA_029203975.1 KAJ6488686.1
GCA_019049425.1 KAG7191270.1
GCA_010405405.1 KAF2664276.1
GCA_000836435.1 KIX98531.1
GCA_025677825.1 KAI9269979.1
GCA_022478715.1 KAI1652564.1
GCA_002095265.1 ORM40499.1
GCA_016647785.1 KAG1898499.1
GCA_016647755.1 KAG1869892.1
GCA_010093685.1 KAF2823524.1
GCA_025201745.1 KAI8623237.1
GCA_025528865.1 KAI8987059.1
GCA_920618645.1 CAH0477359.1
GCA_920618645.1 CAH0477360.1
GCA_017311265.1 KAG4302746.1
GCA_025526935.1 KAI8805196.1
