qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,GC,name
XP_027910339.1,AEE74631.1,50.461,868,319,24,1,846,1,779,0,771,GCF_004118075.2,PHD finger family protein [Arabidopsis thaliana]
XP_027910766.1,AED91842.1,57.944,428,143,11,1,425,1,394,8.29e-154,442,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027910767.1,AEC10420.1,59.067,386,140,8,1,376,49,426,5.16e-151,434,GCF_004118075.2,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_027920521.1,AED95552.1,54.731,1670,673,18,1,1654,1,1603,0,1726,GCF_004118075.2,binding protein [Arabidopsis thaliana]
XP_027920522.1,AED95553.1,54.671,1670,674,18,1,1653,1,1604,0,1724,GCF_004118075.2,binding protein [Arabidopsis thaliana]
XP_027920523.1,AED95552.1,54.955,1665,674,17,1,1651,1,1603,0,1727,GCF_004118075.2,binding protein [Arabidopsis thaliana]
XP_027920524.1,AED95552.1,54.928,1664,675,17,1,1650,1,1603,0,1724,GCF_004118075.2,binding protein [Arabidopsis thaliana]
XP_027928671.1,ANM59181.1,61.642,962,334,12,140,1088,141,1080,0,1192,GCF_004118075.2,trithorax-like protein 2 [Arabidopsis thaliana]
XP_027933690.1,AED95551.1,53.523,1689,681,22,1,1673,1,1601,0,1676,GCF_004118075.2,binding protein [Arabidopsis thaliana]
XP_027935741.1,AED91842.1,54.728,349,115,6,25,344,60,394,1.86e-124,363,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027935743.1,AED91842.1,54.728,349,115,6,19,338,60,394,1.02e-124,364,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027935744.1,AED91842.1,55.432,359,117,6,1,330,50,394,1.4e-131,381,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027935745.1,AED91842.1,55.432,359,117,6,1,330,50,394,1.4e-131,381,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027935746.1,AED91842.1,54.391,353,118,6,4,327,56,394,1.13e-125,366,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027936050.1,AED91842.1,60.584,411,138,8,7,415,6,394,5.1e-155,445,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027936051.1,AED91842.1,60.097,411,138,9,7,413,6,394,2.15e-151,436,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027936052.1,AED91842.1,58.637,411,143,8,7,412,6,394,6.75e-153,440,GCF_004118075.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_027936562.1,AEE82119.1,62.646,1285,415,13,1,1229,1,1276,0,1556,GCF_004118075.2,MUTS homolog 6 [Arabidopsis thaliana]
XP_027940135.1,AEE86090.1,38.397,1659,804,47,1,1573,1,1527,0,923,GCF_004118075.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_027940136.1,AEE86090.1,38.547,1611,785,46,1,1490,1,1527,0,911,GCF_004118075.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031372688.1,AEE86090.1,39.915,1656,800,53,19,1601,1,1534,0,943,GCF_007655135.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031372689.1,AEE86090.1,39.867,1653,802,53,19,1598,1,1534,0,941,GCF_007655135.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031372690.1,AEE86090.1,39.915,1656,800,53,1,1583,1,1534,0,942,GCF_007655135.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031372691.1,AEE86090.1,39.804,1633,785,52,19,1552,1,1534,0,923,GCF_007655135.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031372692.1,AEE86090.1,39.804,1633,782,52,19,1549,1,1534,0,921,GCF_007655135.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031373587.1,AEE85973.1,40.519,770,358,24,1,711,1,729,3.79e-136,435,GCF_007655135.1,transcriptional regulator [Arabidopsis thaliana]
XP_031373588.1,AEE85973.1,40.442,769,359,24,1,710,1,729,1.19e-135,434,GCF_007655135.1,transcriptional regulator [Arabidopsis thaliana]
XP_031373589.1,AEE85972.1,41.956,777,349,24,1,725,1,727,1.11e-144,447,GCF_007655135.1,transcriptional regulator [Arabidopsis thaliana]
XP_031373635.1,AEE82119.1,63.594,1302,409,20,1,1264,1,1275,0,1560,GCF_007655135.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_031379079.1,ANM59181.1,63.921,959,321,8,172,1123,141,1081,0,1234,GCF_007655135.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_031379201.1,AEE75156.1,55.673,379,108,11,1,372,1,326,1e-114,337,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031379203.1,AEE75156.1,61.159,345,108,10,1,338,1,326,3.02e-122,355,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031387002.1,AED91842.1,64.115,418,122,10,1,412,1,396,2.03e-178,504,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031387003.1,AED91842.1,63.942,416,120,10,1,406,1,396,1.76e-176,499,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031390187.1,AED95553.1,59.903,1449,534,11,1,1417,1,1434,0,1723,GCF_007655135.1,binding protein [Arabidopsis thaliana]
XP_031399893.1,AEE29387.1,35.443,632,325,13,7,562,8,632,6.59e-91,303,GCF_007655135.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031399901.1,AEE29387.1,35.341,631,326,12,7,561,8,632,8.71e-92,305,GCF_007655135.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031399910.1,AEE29387.1,35.355,577,290,13,2,502,63,632,1.2e-83,281,GCF_007655135.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031400513.1,AEE74631.1,50.933,911,311,19,1,907,1,779,0,818,GCF_007655135.1,PHD finger family protein [Arabidopsis thaliana]
XP_031400521.1,AEE74631.1,50.879,910,312,19,1,906,1,779,0,818,GCF_007655135.1,PHD finger family protein [Arabidopsis thaliana]
XP_031400531.1,AEE74631.1,51.79,894,312,19,1,890,1,779,0,826,GCF_007655135.1,PHD finger family protein [Arabidopsis thaliana]
XP_031400720.1,AED91842.1,67.229,415,116,8,1,414,1,396,0,531,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031400721.1,AED91842.1,67.229,415,115,9,1,413,1,396,0,526,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031400722.1,AED91842.1,66.828,413,117,8,1,410,1,396,0,523,GCF_007655135.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_007011734.2,AEE85973.1,43.552,946,440,24,1,926,1,872,0,577,GCF_000208745.1,transcriptional regulator [Arabidopsis thaliana]
XP_007013727.2,AEE86090.1,45.216,1714,736,46,1,1693,1,1532,0,1197,GCF_000208745.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_007014847.1,AED91842.1,70.944,413,101,9,1,411,1,396,0,559,GCF_000208745.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_007014849.1,AED91842.1,71.29,411,99,9,1,409,1,394,0,558,GCF_000208745.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_007023412.2,ANM59347.1,45.063,395,181,5,9,396,9,374,2.79e-98,320,GCF_000208745.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_007026378.2,AED95552.1,60.886,1626,592,14,1,1621,1,1587,0,1932,GCF_000208745.1,binding protein [Arabidopsis thaliana]
XP_007027169.2,AEE79740.1,48.734,158,66,5,6,156,9,158,9.16e-40,135,GCF_000208745.1,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
XP_007028972.2,AED91842.1,58.543,357,116,8,1,333,46,394,4.56e-134,388,GCF_000208745.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_007052504.2,AEE74631.1,57.338,879,264,15,1,869,1,778,0,929,GCF_000208745.1,PHD finger family protein [Arabidopsis thaliana]
XP_007052608.2,AED91842.1,60.284,423,138,9,1,422,1,394,3.09e-163,465,GCF_000208745.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_017975514.1,ANM59181.1,63.324,1077,348,15,15,1066,27,1081,0,1323,GCF_000208745.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_017975515.1,ANM59181.1,60.316,1076,327,16,15,1011,27,1081,0,1237,GCF_000208745.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_017975516.1,ANM59181.1,68.771,887,260,6,7,891,210,1081,0,1259,GCF_000208745.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_017976905.1,AED91842.1,58.955,402,132,9,1,377,1,394,2.2e-153,439,GCF_000208745.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_017977762.1,AEE74631.1,57.273,880,264,15,1,870,1,778,0,929,GCF_000208745.1,PHD finger family protein [Arabidopsis thaliana]
XP_017978557.1,AED95553.1,60.563,1633,594,13,1,1628,1,1588,0,1932,GCF_000208745.1,binding protein [Arabidopsis thaliana]
XP_017978956.1,ANM59347.1,43.935,371,164,6,5,364,37,374,9.04e-87,288,GCF_000208745.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_017982015.1,AED91614.1,42.593,54,31,0,175,228,35,88,1.45e-10,64.3,GCF_000208745.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_017982016.1,AED91614.1,42.593,54,31,0,175,228,35,88,1.45e-10,64.3,GCF_000208745.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_017982017.1,AED91614.1,42.593,54,31,0,175,228,35,88,1.45e-10,64.3,GCF_000208745.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_017983072.1,AEE82119.1,65.41,1353,397,17,1,1314,1,1321,0,1674,GCF_000208745.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_051187502.1,AEE82119.1,51.357,1363,541,23,3,1293,4,1316,0,1277,GCF_019359855.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_051188432.1,AED91842.1,44.146,410,167,15,4,364,1,397,9.21e-93,284,GCF_019359855.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_051188433.1,AED91842.1,43.307,381,155,14,7,339,30,397,1.24e-84,262,GCF_019359855.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_051190360.1,ANM59181.1,57.494,894,353,14,426,1302,194,1077,0,1020,GCF_019359855.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_051193794.1,AEE85973.1,46.774,248,130,2,9,256,7,252,4e-62,226,GCF_019359855.1,transcriptional regulator [Arabidopsis thaliana]
XP_051203693.1,AED95552.1,47.303,1613,763,29,6,1553,7,1597,0,1360,GCF_019359855.1,binding protein [Arabidopsis thaliana]
XP_051218060.1,AEE85972.1,34.352,687,357,22,5,629,3,657,4.18e-84,286,GCF_019359855.1,transcriptional regulator [Arabidopsis thaliana]
XP_051223507.1,AEE86091.1,32.292,1409,758,49,228,1553,232,1527,3.54e-156,516,GCF_019359855.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_051223508.1,AEE86090.1,32.386,1408,755,50,228,1551,232,1526,4.36e-157,518,GCF_019359855.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020201807.1,AED91842.1,57.92,423,146,12,1,420,1,394,5.01e-150,432,GCF_000340665.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_020203252.1,AEE86090.1,39.245,1669,793,47,1,1583,1,1534,0,971,GCF_000340665.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020203559.1,AED91842.1,63.99,411,126,8,1,406,1,394,7.33e-177,499,GCF_000340665.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_020203575.1,AED91842.1,63.527,414,129,8,1,409,1,397,3.81e-177,500,GCF_000340665.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_020203584.1,AED91842.1,63.504,411,126,9,1,404,1,394,2.55e-173,491,GCF_000340665.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_020208670.1,AED91842.1,52.983,419,169,9,1,416,1,394,1.84e-131,384,GCF_000340665.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_020214568.1,AEE74631.1,51.098,865,318,22,1,846,1,779,0,794,GCF_000340665.2,PHD finger family protein [Arabidopsis thaliana]
XP_020214569.1,AEE74631.1,51.101,863,319,21,1,844,1,779,0,795,GCF_000340665.2,PHD finger family protein [Arabidopsis thaliana]
XP_020218632.1,ANM59181.1,56.408,1108,397,16,6,1064,10,1080,0,1181,GCF_000340665.2,trithorax-like protein 2 [Arabidopsis thaliana]
XP_020220399.1,AED95551.1,54.325,1607,665,19,1,1595,52,1601,0,1632,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_020220400.1,AED95551.1,53.961,1679,682,20,1,1666,1,1601,0,1687,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_020228543.1,AEE86090.1,42.347,1679,778,43,1,1639,1,1529,0,1058,GCF_000340665.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020230634.1,AED95552.1,54.594,1687,647,23,1,1653,1,1602,0,1700,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_020230637.1,AED95552.1,54.713,1687,640,25,1,1648,1,1602,0,1699,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_020234813.1,AEE82119.1,62.49,1277,404,12,1,1203,1,1276,0,1555,GCF_000340665.2,MUTS homolog 6 [Arabidopsis thaliana]
XP_020236435.1,AEE85972.1,40.835,982,453,26,4,967,2,873,2.56e-170,520,GCF_000340665.2,transcriptional regulator [Arabidopsis thaliana]
XP_020237872.1,AEE85972.1,45.501,778,362,19,1,755,1,739,1.8e-178,538,GCF_000340665.2,transcriptional regulator [Arabidopsis thaliana]
XP_020237873.1,AEE85972.1,45.501,778,361,20,1,754,1,739,1.88e-177,536,GCF_000340665.2,transcriptional regulator [Arabidopsis thaliana]
XP_029125657.1,AEC09263.1,50.089,559,220,12,436,946,832,1379,2.48e-165,521,GCF_000340665.2,demeter-like 1 [Arabidopsis thaliana]
XP_029128075.1,ANM59181.1,56.408,1108,397,16,6,1064,10,1080,0,1181,GCF_000340665.2,trithorax-like protein 2 [Arabidopsis thaliana]
XP_029129809.1,AED95552.1,54.513,1695,648,23,1,1665,1,1602,0,1706,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_029129810.1,AED95552.1,54.449,1697,645,23,1,1664,1,1602,0,1705,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_029129811.1,AED95553.1,54.68,1688,654,23,1,1662,1,1603,0,1705,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_029129812.1,AED95552.1,54.631,1695,641,24,1,1660,1,1602,0,1706,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_029129813.1,AED95552.1,54.604,1694,642,24,1,1659,1,1602,0,1704,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_029129814.1,AED95553.1,54.799,1688,647,24,1,1657,1,1603,0,1706,GCF_000340665.2,binding protein [Arabidopsis thaliana]
XP_029130138.1,ANM59347.1,41.205,415,198,7,8,421,11,380,4.3e-87,291,GCF_000340665.2,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_029130743.1,AEE85972.1,40.086,933,431,26,1,915,51,873,1.28e-149,464,GCF_000340665.2,transcriptional regulator [Arabidopsis thaliana]
XP_014494145.1,AED91842.1,57.944,428,143,11,1,425,1,394,8.29e-154,442,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014494257.1,AEE74631.1,49.598,871,322,22,1,846,1,779,0,765,GCF_000741045.1,PHD finger family protein [Arabidopsis thaliana]
XP_014496191.1,AEE82119.1,62.802,1285,414,12,1,1230,1,1276,0,1563,GCF_000741045.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_014497965.1,ANM59181.1,61.435,962,337,11,135,1084,141,1080,0,1194,GCF_000741045.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_014501118.1,AEE86090.1,40.185,1727,808,47,1,1700,1,1529,0,1021,GCF_000741045.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_014501197.1,AEE85972.1,46.709,790,347,26,1,767,1,739,1.14e-174,528,GCF_000741045.1,transcriptional regulator [Arabidopsis thaliana]
XP_014501583.1,AEE85973.1,42.236,805,376,24,1,783,1,738,2.92e-150,466,GCF_000741045.1,transcriptional regulator [Arabidopsis thaliana]
XP_014501584.1,AEE85972.1,43.534,781,377,23,1,759,1,739,2.12e-154,476,GCF_000741045.1,transcriptional regulator [Arabidopsis thaliana]
XP_014502431.1,AED91842.1,53.735,415,170,9,1,414,1,394,5.75e-138,401,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014505007.1,AEE86091.1,38.489,1668,812,51,1,1593,1,1529,0,919,GCF_000741045.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_014508809.1,AED95553.1,54.961,1663,672,17,1,1649,1,1600,0,1714,GCF_000741045.1,binding protein [Arabidopsis thaliana]
XP_014508810.1,AED95553.1,55.069,1667,663,20,1,1648,1,1600,0,1715,GCF_000741045.1,binding protein [Arabidopsis thaliana]
XP_014508811.1,AED95553.1,60.207,1450,546,13,1,1436,1,1433,0,1709,GCF_000741045.1,binding protein [Arabidopsis thaliana]
XP_014508899.1,ANM69813.1,52.017,694,303,12,1,681,660,1336,0,649,GCF_000741045.1,binding protein [Arabidopsis thaliana]
XP_014514018.1,AED91842.1,54.875,359,119,6,1,330,50,394,1.5e-128,374,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014514019.1,AED91842.1,54.875,359,119,6,1,330,50,394,1.5e-128,374,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014514022.1,AED91842.1,54.875,359,119,6,1,330,50,394,1.5e-128,374,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014514181.1,AED91842.1,58.333,408,141,8,14,415,10,394,2.38e-152,439,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014514182.1,AED91842.1,58.273,417,145,8,1,411,1,394,1.84e-156,449,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014514183.1,AED91842.1,57.794,417,145,9,1,409,1,394,7.51e-153,439,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014514184.1,AED91842.1,58.191,409,142,8,14,416,10,395,9.02e-154,441,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_014515842.2,ANM59347.1,40.979,388,185,6,19,404,10,355,2.25e-82,277,GCF_000741045.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_014515844.1,ANM59347.1,40.979,388,185,6,19,404,10,355,2.16e-82,277,GCF_000741045.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_014518348.1,AED95551.1,53.609,1690,678,22,1,1673,1,1601,0,1669,GCF_000741045.1,binding protein [Arabidopsis thaliana]
XP_022636611.1,AEE85973.1,41.325,755,354,23,1,733,51,738,3.87e-131,414,GCF_000741045.1,transcriptional regulator [Arabidopsis thaliana]
XP_022637002.1,AEC10420.1,48.71,310,146,8,33,335,121,424,8.92e-87,268,GCF_000741045.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_022638149.1,AEE86090.1,38.579,1633,831,45,1,1566,1,1528,0,915,GCF_000741045.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_022639850.1,AED95552.1,54.48,1663,655,20,1,1625,1,1599,0,1686,GCF_000741045.1,binding protein [Arabidopsis thaliana]
XP_022640280.1,AED91842.1,54.875,359,119,6,1,330,50,394,1.5e-128,374,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_022641574.1,AED91842.1,58.128,406,141,8,14,413,12,394,7.65e-151,435,GCF_000741045.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_022641978.1,ANM59347.1,42.388,335,150,5,3,336,63,355,1.71e-76,259,GCF_000741045.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_022641979.1,ANM59347.1,42.388,335,150,5,3,336,63,355,1.71e-76,259,GCF_000741045.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_020084653.1,AEC10383.1,52.186,366,129,7,1,323,1,363,4.93e-114,335,GCF_001540865.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
XP_020084821.1,AEC10383.1,53.179,346,117,6,1,303,20,363,1.16e-110,325,GCF_001540865.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
XP_020084895.1,AEC10383.1,53.179,346,117,6,1,303,20,363,1.16e-110,325,GCF_001540865.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
XP_020084937.1,AEC10383.1,54.43,316,99,6,7,279,50,363,5.88e-102,302,GCF_001540865.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
XP_020090102.1,AED95553.1,50.526,1617,719,24,1,1553,1,1600,0,1505,GCF_001540865.1,binding protein [Arabidopsis thaliana]
XP_020090103.1,AED95553.1,50.526,1617,718,25,1,1552,1,1600,0,1500,GCF_001540865.1,binding protein [Arabidopsis thaliana]
XP_020090104.1,ANM69813.1,47.675,1355,628,23,2,1292,166,1503,0,1152,GCF_001540865.1,binding protein [Arabidopsis thaliana]
XP_020095953.1,AEE74631.1,46.784,855,358,20,1,834,1,779,0,687,GCF_001540865.1,PHD finger family protein [Arabidopsis thaliana]
