GC PWWPtblastn Tudortblastn
GCA_003194525.1 Inf 34011
GCA_025201785.1 Inf Inf
GCA_000527765.1 83958 102
GCA_011800145.1 4677 17014663
GCA_030068145.1 Inf Inf
GCA_004798865.1 6501 Inf
GCA_009859145.1 91731 69895
GCA_001481415.2 23781 Inf
GCA_905250025.1 Inf Inf
GCA_001625285.1 51565 227412
GCA_002865625.1 20031 Inf
GCA_002049455.2 Inf Inf
GCA_001027345.1 Inf Inf
GCA_002218305.1 2638 Inf
GCA_004369125.1 408811 221963
GCA_903994135.1 Inf Inf
GCA_001293395.1 94747 140700
GCA_022478985.1 Inf Inf
GCA_010078415.1 4737 Inf
GCA_030052785.1 Inf Inf
GCA_013398375.1 4155 Inf
GCA_004786065.1 39443 76524
GCA_016800925.1 Inf Inf
GCA_000264995.1 877765 80484
GCA_017365405.1 192597 Inf
GCA_004355085.1 4462 Inf
GCA_001972305.1 Inf 1462
GCA_025890175.1 731161 278951
GCA_013398635.1 4021 Inf
GCA_016748015.1 Inf Inf
GCA_015501595.1 Inf Inf
GCA_014281905.1 Inf 98465
GCA_001687445.1 Inf 43192
GCA_008692635.1 4253 Inf
GCA_000327385.1 5602 5457109
GCA_003073855.1 Inf Inf
GCA_900624975.1 Inf Inf
GCA_022160305.1 Inf Inf
GCA_006352295.1 Inf Inf
GCA_000204515.1 Inf Inf
GCA_013397395.1 4164 Inf
GCA_000350225.2 Inf Inf
GCA_024635365.1 3811 Inf
GCA_001913855.2 42897 Inf
GCA_013398195.1 4233 21458147
GCA_000613005.1 Inf Inf
GCA_004802725.1 26637 Inf
GCA_002335675.1 137355 261262
GCA_013398595.1 4045 Inf
GCA_001970955.1 Inf Inf
GCA_004794785.1 Inf Inf
GCA_029747585.1 Inf Inf
GCA_013397515.1 4281 Inf
GCA_013398335.1 1834 Inf
GCA_000190715.1 8891 Inf
GCA_013399995.1 3906 Inf
GCA_019155715.1 Inf Inf
GCA_003547095.1 Inf Inf
GCA_004802695.1 Inf Inf
GCA_000611955.2 Inf Inf
GCA_013389905.1 Inf Inf
GCA_000271605.1 1496170 Inf
GCA_013398735.1 1856 Inf
GCA_000986645.1 Inf Inf
GCA_003550325.1 Inf Inf
GCA_002174775.1 Inf 1592
GCA_003731715.1 Inf Inf
GCA_000520115.1 762817 Inf
GCA_000743755.1 Inf 786
GCA_000691975.1 4512 Inf
GCA_000703405.1 Inf Inf
GCA_025201805.1 104426 Inf
GCA_000692075.1 4727 Inf
GCA_001642005.1 Inf Inf
GCA_000690835.1 4735 Inf
GCA_015849325.1 Inf Inf
GCA_000691785.1 4210 Inf
GCA_000690875.1 4298 Inf
GCA_013401275.1 4747 Inf
GCA_000696155.1 4723 Inf
GCA_026074375.1 Inf 962
GCA_000968615.1 367942 Inf
GCA_003550305.1 Inf Inf
GCA_027627235.1 Inf Inf
GCA_025201675.1 Inf Inf
GCA_000699545.1 4392 Inf
GCA_000708925.1 4686 Inf
GCA_006535955.1 Inf Inf
GCA_016098005.1 Inf Inf
GCA_027627215.1 Inf Inf
GCA_000699945.1 4737 Inf
GCA_000327345.1 195 Inf
GCA_001594115.1 284094 Inf
GCA_000223845.4 149613 109911
GCA_900617975.1 Inf Inf
GCA_902806785.1 Inf Inf
GCA_009428275.1 Inf Inf
GCA_000827895.1 Inf Inf
GCA_001633215.2 Inf 1014
GCA_910592005.1 Inf Inf
GCA_002909625.1 3346 Inf
GCA_006348945.1 1420 Inf
GCA_027596945.1 Inf Inf
GCA_012184305.1 135572 527897
GCA_020521535.1 Inf Inf
GCA_000525045.1 101322 Inf
GCA_000956045.1 334375 Inf
GCA_001636735.1 24712 28356
GCA_000003515.2 1847581 62914
GCA_011800875.2 170685 15560
GCA_001189435.1 217580 435716
GCA_000827255.1 Inf Inf
GCA_000832265.1 Inf Inf
GCA_000151295.1 711684 101540
GCA_000827415.1 Inf 1332503
GCA_002844005.1 Inf Inf
GCA_000827465.1 Inf Inf
GCA_002029285.1 4614 Inf
GCA_029603245.1 36322 Inf
GCA_029282475.1 3867 Inf
GCA_030512295.1 98055 62343
GCA_011692745.1 58813 17119
GCA_030512335.1 66915 322032
GCA_022836555.1 51298 286374
GCA_030549175.1 271865 237468
GCA_030673865.1 1071125 1381294
GCA_014462675.1 1361373 Inf
GCA_020744385.1 77878 302709
GCA_030512285.1 76215 1436130
GCA_030549215.1 100616 853534
GCA_019096155.1 253084 19720
GCA_028828765.1 119803 585615
GCA_029168975.1 650296 994026
GCA_019650295.1 95520 8812
GCA_030407005.1 18399 521381
GCA_030268105.1 1683009 301391
GCA_020726525.1 22630 4062109
GCA_022984875.1 164806 870914
GCA_030407015.1 316316 Inf
GCA_000820605.1 1109931 130655
GCA_012980515.1 30534 31037
GCA_003260385.1 Inf 1169
GCA_022539325.1 84935 888303
GCA_020744255.1 560666 358993
GCA_020736505.1 14402 90
GCA_022432505.1 9601 88866
GCA_030265305.1 3960 Inf
GCA_022606115.1 401515 174536
GCA_030267565.1 1574128 1073442
GCA_022606135.1 59160 87166
GCA_019321695.1 59298 242141
GCA_030549205.1 105123 495675
GCA_020747065.1 128973 40245
GCA_022432525.1 81420 Inf
GCA_030407065.1 19723 512671
GCA_015832175.1 186363 1127541
GCA_021365275.1 46501 Inf
GCA_021365285.1 434884 412856
GCA_029204075.1 1008363 Inf
GCA_002251995.2 23100 9021
GCA_013461495.1 122430 Inf
GCA_022598655.1 496991 141106
GCA_009982845.1 408289 106324
GCA_014925845.1 35608 82879
GCA_942486035.1 6544 Inf
GCA_020746835.1 408639 97475
GCA_905066765.1 127118 1568470
GCA_015956445.1 135272 31955
GCA_014058105.1 Inf 1754
GCA_014066315.1 108062 Inf
GCA_002897235.1 368560 14252
GCA_027921405.1 172395 288033
GCA_022605405.1 319080 62750
GCA_025528875.1 137742 123930
GCA_022606255.1 36199 97831
GCA_020744415.1 417037 425696
GCA_022606215.1 49635 266707
GCA_004011705.1 125717 310211
GCA_015501605.1 158456 Inf
GCA_019456465.1 214150 37738
GCA_029320655.1 373600 101888
GCA_029532465.1 218807 958055
GCA_002847485.1 21987 247134
GCA_010015805.1 129713 417903
GCA_020726485.1 280457 110867
GCA_022695815.1 10557 31424
GCA_029281495.1 348230 279366
GCA_022539335.1 87885 232691
GCA_020744375.1 106403 Inf
GCA_021605115.1 Inf 3795711
GCA_019059645.1 935 Inf
GCA_024516145.1 41705 1558075
GCA_024663395.1 88993 1106723
GCA_022695825.1 10560 31434
GCA_000836255.1 206689 139859
GCA_011032825.1 597553 208277
GCA_016758895.1 629047 51310
GCA_002105175.1 959143 125422
GCA_018292915.1 6329 Inf
GCA_027919835.1 136624 Inf
GCA_029282495.1 480767 Inf
GCA_008694065.1 81288 2015009
GCA_024521645.1 72950 Inf
GCA_029378245.1 152105 Inf
GCA_000004825.1 170700 140776
GCA_002245815.2 121994 145807
GCA_028011355.1 Inf Inf
GCA_024516245.1 Inf 232966
GCA_023159215.1 83591 158638
GCA_029281465.1 Inf 505080
GCA_022496965.1 73225 753
GCA_015178965.1 139275 371386
GCA_020736575.1 68866 376179
GCA_022836535.1 52857 174089
GCA_023515745.1 52736 1370496
GCA_022984845.1 84031 355360
GCA_022376275.1 77573 42384
GCA_002102565.1 21800 Inf
GCA_022264835.1 607629 256830
GCA_025677815.1 205172 Inf
GCA_025716815.1 1253 898289
GCA_024521635.1 67486 547119
GCA_025766305.1 48278 Inf
GCA_021399435.1 63978 405345
GCA_022984865.1 73941 Inf
GCA_025201345.1 248569 Inf
GCA_024516215.1 42030 Inf
GCA_029282125.1 629007 341244
GCA_013368375.1 1460065 Inf
GCA_025602905.1 129582 1200556
GCA_030435615.1 27107 587139
GCA_025528855.1 551 879704
GCA_029282285.1 469435 877463
GCA_029289555.1 Inf Inf
GCA_029449255.1 1721168 380193
GCA_030435655.1 20541 833
GCA_025201365.1 243848 Inf
GCA_911174995.1 151026 81731
GCA_001566295.1 633757 259141
GCA_022606155.1 50798 523857
GCA_022432385.1 84200 Inf
GCA_025093555.1 85350 Inf
GCA_022578705.1 86471 Inf
GCA_016647635.1 479078 Inf
GCA_014066305.1 125860 Inf
GCA_022606275.1 118179 56696
GCA_013995675.1 307978 92697
GCA_021029105.1 144408 13206
GCA_010015615.1 74091 1846768
GCA_015179035.1 218136 Inf
GCA_015179045.1 Inf Inf
GCA_010015825.1 502665 157717
GCA_025024165.1 111387 96468
GCA_025526955.1 14322 82283
GCA_024613125.1 306336 829830
GCA_022578515.1 73086 Inf
GCA_015039405.1 683845 Inf
GCA_025558075.1 83014 164870
GCA_002104935.1 120328 184468
GCA_029289565.1 Inf 138343
GCA_022264855.1 Inf 1090913
GCA_024663475.1 273022 48570
GCA_029282135.1 97322 141972
GCA_030435595.1 Inf 678263
GCA_022453515.1 92267 Inf
GCA_015178925.1 116738 Inf
GCA_010093605.1 96653 67671
GCA_016647685.1 Inf Inf
GCA_025201375.1 563092 Inf
GCA_025782845.1 Inf 34259
GCA_023705535.2 24302 303459
GCA_029281795.1 225711 Inf
GCA_022578875.1 208454 776
GCA_022385755.1 125457 151663
GCA_022385635.1 87792 Inf
GCA_016647745.1 Inf 838588
GCA_025786725.1 310405 Inf
GCA_029203975.1 131897 380056
GCA_019049425.1 82238 194681
GCA_010405405.1 1768246 Inf
GCA_000836435.1 9640 Inf
GCA_025677825.1 22601 Inf
GCA_022478715.1 79036 Inf
GCA_002095265.1 90280 21023
GCA_016647785.1 Inf Inf
GCA_016647755.1 Inf Inf
GCA_010093685.1 373990 Inf
GCA_025201745.1 48646 Inf
GCA_025528865.1 Inf Inf
GCA_920618645.1 137512 Inf
GCA_017311265.1 Inf Inf
GCA_025526935.1 Inf Inf
GCA_022578845.1 73311 731
GCA_021176775.1 113602 134563
GCA_022497035.1 78998 Inf
GCA_029448575.1 Inf Inf
GCA_022376655.1 17375 Inf
GCA_019279435.1 2046982 2082
GCA_004353045.1 46703 Inf
GCA_025716855.1 304480 Inf
GCA_001907595.1 14512 235952
GCA_001500285.1 Inf 1058566
GCA_017311285.1 348402 Inf
GCA_028011325.1 Inf Inf
GCA_022385715.1 81119 51829
GCA_022496205.1 219815 185061
GCA_016758755.1 Inf 9200
GCA_022497155.1 75224 198758
GCA_900625125.1 Inf Inf
GCA_021399475.1 366422 Inf
GCA_029378385.1 Inf 494332
GCA_025094145.1 83790 Inf
GCA_002922495.1 68 Inf
GCA_021029095.1 88884 Inf
GCA_027603065.1 547932 212636
GCA_029204335.1 Inf 456276
GCA_022495115.1 110856 987265
GCA_029233265.1 73596 Inf
GCA_022385765.1 250740 677874
GCA_022578815.1 75064 Inf
GCA_016758765.1 Inf Inf
GCA_016758785.1 95634 87236
GCA_022478755.1 79166 123299
GCA_022114955.2 1128846 28585
GCA_022376455.1 276034 Inf
GCA_016628075.1 61170 Inf
GCA_016758775.1 4687 Inf
GCA_024704765.1 11603 Inf
GCA_022695765.1 Inf Inf
GCA_002104985.1 32106 Inf
GCA_022376545.1 Inf 628911
GCA_003324165.2 354738 Inf
GCA_002847045.1 34952 Inf
GCA_001831195.1 Inf Inf
GCA_022578775.1 80362 Inf
GCA_022495145.1 77833 260371
GCA_000585565.1 8739 107954
GCA_003184585.1 43187 149422
GCA_022578795.1 583403 Inf
GCA_024663515.1 273031 48570
GCA_027972325.1 Inf 202637
GCA_003144125.1 37602 143851
GCA_014925825.1 190830 12275
GCA_025688815.1 Inf 56102
GCA_021524915.1 664027 Inf
GCA_025399195.1 Inf 50601
GCA_001749795.1 Inf 174120
GCA_025602915.1 75543 Inf
GCA_000804445.1 691573 92863
GCA_021527775.1 Inf Inf
GCA_021962125.1 4678 Inf
GCA_029378255.1 Inf Inf
GCA_021432625.1 Inf Inf
GCA_022578855.1 703758 244145
GCA_000803265.1 7851 67570
GCA_900074925.1 8605 2737925
GCA_015179025.1 195726 Inf
GCA_010583015.1 634516 13682
GCA_025991245.1 2353 Inf
GCA_022376535.1 79755 Inf
GCA_000738915.1 13219 170125
GCA_000271625.1 151871 445860
GCA_025449115.1 Inf Inf
GCA_010084205.1 4727 Inf
GCA_015499995.1 280593 Inf
GCA_003942145.1 15160 Inf
GCA_003144115.1 Inf 123569
GCA_002105065.1 32593 Inf
GCA_029378375.1 Inf Inf
GCA_002286715.1 463587 Inf
GCA_016647625.1 Inf Inf
GCA_019112545.1 Inf 187707
GCA_024613145.1 Inf Inf
GCA_021527035.1 Inf Inf
GCA_025094135.1 158095 193253
GCA_022695795.1 81427 Inf
GCA_016628065.1 43564 Inf
GCA_022495125.1 79890 Inf
GCA_022376445.1 Inf Inf
GCA_001272555.1 627925 Inf
GCA_025765595.1 23337 61382
GCA_000787575.2 217086 205680
GCA_022578505.1 46970 Inf
GCA_022496195.1 241912 123619
GCA_015179125.1 Inf Inf
GCA_025677835.1 Inf 144846
GCA_002022785.1 92348 69639
GCA_022376525.1 237685 Inf
GCA_000812125.1 49221 501600
GCA_015501065.1 Inf Inf
GCA_006535965.1 Inf Inf
GCA_016647645.1 81897 Inf
GCA_001661345.1 4540 Inf
GCA_010356995.1 158098 1016580
GCA_022496185.1 203114 Inf
GCA_002105025.1 Inf Inf
GCA_022578605.1 8229 568671
GCA_022385655.1 Inf Inf
GCA_004369045.1 113757 Inf
GCA_029378395.1 Inf Inf
GCA_029281435.1 10231 877
GCA_022376435.1 2428 Inf
GCA_022495195.1 Inf Inf
GCA_015039365.1 Inf Inf
GCA_022495065.1 200393 Inf
GCA_015501585.1 Inf Inf
GCA_022496215.1 12493 Inf
GCA_015501075.1 11607 Inf
GCA_013397075.1 4105 Inf
GCA_013396655.1 4228 Inf
GCA_015178995.1 60031 Inf
GCA_013398115.1 4188 Inf
GCA_021525015.1 Inf Inf
GCA_022592435.1 Inf 110312
GCA_022578945.1 68739 42583
GCA_022160335.1 244695 294499
GCA_022385595.1 28189 Inf
GCA_905237085.1 Inf Inf
GCA_013399195.1 4196 Inf
GCA_013397725.1 4212 Inf
GCA_001447455.1 Inf Inf
GCA_013399875.1 4193 Inf
GCA_010093805.1 Inf Inf
GCA_022376555.1 82500 Inf
GCA_010093515.1 47771 53159
GCA_022539475.1 Inf Inf
GCA_022495175.1 Inf Inf
GCA_013397115.1 4168 Inf
GCA_022385805.1 74606 285054
GCA_022578665.1 111371 260182
GCA_022385605.1 33103 300308
GCA_013396755.1 4255 Inf
GCA_014904845.1 Inf Inf
GCA_006981975.1 595310 608363
GCA_012934845.2 Inf Inf
GCA_000250985.1 65902 51225
GCA_013400975.1 4471 Inf
GCA_000344655.2 286574 31212
GCA_016584345.1 Inf Inf
GCA_001865355.1 2849 Inf
GCA_013397755.1 4234 Inf
GCA_015501055.1 Inf Inf
GCA_013396875.1 4128 Inf
GCA_022578535.1 55448 Inf
GCA_008704415.1 Inf 136084
GCA_025677895.1 Inf Inf
GCA_013396995.1 4118 Inf
GCA_013400115.1 4648 Inf
GCA_015657495.1 Inf 329841
GCA_010015605.1 Inf 90
GCA_001020605.1 Inf Inf
GCA_025769895.1 23916 Inf
GCA_002234965.2 Inf 36422
GCA_016758965.1 Inf Inf
GCA_013398015.1 4161 Inf
GCA_010077935.1 4723 Inf
GCA_013396915.1 4869 Inf
GCA_022496225.1 Inf 333258
GCA_022592445.1 Inf Inf
GCA_001447565.2 Inf Inf
GCA_013397845.1 4202 Inf
GCA_025526915.1 36957 Inf
GCA_013398055.1 4201 Inf
GCA_011799765.1 Inf 2088
GCA_010076225.1 4737 Inf
GCA_013397955.1 4306 Inf
GCA_019973975.1 Inf Inf
GCA_013389825.1 2900 Inf
GCA_013397895.1 4326 Inf
GCA_010094045.1 Inf Inf
GCA_013397235.1 4167 Inf
GCA_013399225.1 4141 Inf
GCA_013400235.1 4195 Inf
GCA_013398995.1 Inf Inf
GCA_013396525.1 4211 Inf
GCA_013396895.1 4064 Inf
GCA_013397825.1 4266 Inf
GCA_013397595.1 4291 Inf
GCA_010080355.1 522 Inf
GCA_013401255.1 4404 Inf
GCA_016628085.1 Inf Inf
GCA_013400755.1 4666 Inf
GCA_004379715.1 Inf Inf
GCA_002237265.2 Inf Inf
GCA_013398475.1 3816 Inf
GCA_014904945.1 74023 45587
GCA_013397815.1 4147 Inf
GCA_013399895.1 4593 Inf
GCA_015025155.1 Inf Inf
GCA_013397135.1 4339 Inf
GCA_013399835.1 4087 Inf
GCA_003615045.1 Inf Inf
GCA_013397375.1 4092 Inf
GCA_002572855.1 Inf 24510
GCA_027243985.1 2937 Inf
GCA_004369085.1 Inf Inf
GCA_015039465.1 261925 Inf
GCA_021014945.1 Inf Inf
GCA_009078325.1 Inf Inf
GCA_013396355.1 4522 Inf
GCA_013399675.1 4762 Inf
GCA_015484465.1 Inf Inf
GCA_013397175.1 4210 Inf
GCA_013396635.1 3591 Inf
GCA_013396695.1 4211 Inf
GCA_013397435.1 4065 Inf
GCA_013397455.1 4959 Inf
GCA_019633535.1 Inf Inf
GCA_013400915.1 4321 Inf
GCA_013397795.1 4145 Inf
GCA_016695485.1 28928 Inf
GCA_010085355.1 4747 Inf
GCA_002786265.1 Inf 9613
GCA_013400955.1 4242 Inf
GCA_000503235.1 Inf Inf
GCA_013400255.1 4084 Inf
GCA_013397915.1 4178 Inf
GCA_013397695.1 4825 Inf
GCA_013399695.1 4199 Inf
GCA_013389845.1 2941 Inf
GCA_013399305.1 3987 Inf
GCA_012550715.1 85901 72178
GCA_013396485.1 4199 Inf
GCA_010015675.1 184221 355975
GCA_013397975.1 4157 Inf
GCA_025769875.1 Inf Inf
GCA_013400355.1 4169 Inf
GCA_013397775.1 4154 Inf
GCA_013399855.1 4272 Inf
GCA_013396775.1 4310 Inf
GCA_013399175.1 2621 Inf
GCA_027886325.1 Inf 18157
GCA_013400175.1 4139 Inf
GCA_013397865.1 4204 Inf
GCA_013397055.1 4160 Inf
GCA_013399035.1 4104 Inf
GCA_013397245.1 4021 Inf
GCA_013398745.1 4632 Inf
GCA_013400415.1 4262 Inf
GCA_013401195.1 4145 Inf
GCA_013399095.1 4620 Inf
GCA_013400335.1 4404 Inf
GCA_013400495.1 4167 Inf
GCA_016098105.1 4381 Inf
GCA_013398975.1 3955 Inf
GCA_015039355.1 Inf Inf
GCA_013397465.1 4212 Inf
GCA_000192795.1 1526 Inf
GCA_013397025.1 4701 Inf
GCA_010015635.1 363657 102
GCA_002914845.1 Inf 1526
GCA_013397555.1 4050 Inf
GCA_013400435.1 4115 Inf
GCA_013399135.1 3583 Inf
GCA_013396375.1 4246 Inf
GCA_013399115.1 4256 Inf
GCA_019669825.1 Inf Inf
GCA_027604105.1 Inf Inf
GCA_013399495.1 4930 Inf
GCA_013397715.1 4102 Inf
GCA_001594055.1 Inf Inf
GCA_013399275.1 Inf Inf
GCA_000231115.1 151647 132748
GCA_013398075.1 4106 Inf
GCA_013399455.1 4062 Inf
GCA_027921425.1 Inf Inf
GCA_014904855.1 81810 3588
GCA_013389885.1 4898 Inf
GCA_013397275.1 4733 Inf
GCA_025605225.1 14467 Inf
GCA_014904835.1 113321 Inf
GCA_001412515.3 488650 Inf
GCA_013400515.1 4126 Inf
GCA_015039435.1 108376 Inf
GCA_013398315.1 1837 Inf
GCA_016695465.1 754441 Inf
GCA_027574685.1 Inf 8289
GCA_907169785.1 958 2805429
GCA_013399935.1 4109 Inf
GCA_003574525.1 95046 90
GCA_013400835.1 3766 Inf
GCA_013389865.1 4878 Inf
GCA_013400935.1 4206 Inf
GCA_016758945.1 Inf Inf
GCA_013397535.1 3733 Inf
GCA_013397415.1 4297 Inf
GCA_016695475.1 Inf Inf
GCA_013390025.1 3768 Inf
GCA_000417875.1 Inf 52745
GCA_013401335.1 5279 Inf
GCA_017607455.1 Inf Inf
GCA_013399475.1 3919 Inf
GCA_013397655.1 173241 Inf
GCA_013390065.1 4088 Inf
GCA_025399215.1 Inf Inf
GCA_001483705.2 Inf Inf
GCA_016584175.1 54436 Inf
GCA_013398715.1 4160 Inf
GCA_013398875.1 4079 Inf
GCA_000277445.1 Inf Inf
GCA_013398225.1 5713 Inf
GCA_021014935.1 Inf Inf
GCA_013399415.1 4823 Inf
GCA_013390045.1 4168 Inf
GCA_013396835.1 3133 Inf
GCA_004369065.1 Inf Inf
GCA_013389945.1 4700 Inf
GCA_013399075.1 4218 Inf
GCA_013400735.1 3606 Inf
GCA_000524495.1 213778 Inf
GCA_013401235.1 4149 Inf
GCA_016098155.1 Inf Inf
GCA_027576995.1 Inf Inf
GCA_027579375.1 Inf Inf
GCA_013400555.1 4417 Inf
GCA_013398345.1 Inf Inf
GCA_004794745.1 Inf Inf
GCA_000281045.1 89403 Inf
GCA_006535975.1 Inf Inf
GCA_013396575.1 4123 Inf
GCA_009809945.1 Inf Inf
GCA_001594075.2 Inf Inf
GCA_013389985.1 4202 Inf
GCA_013398935.1 4916 Inf
GCA_013399555.1 4614 Inf
GCA_013396955.1 4055 Inf
GCA_015679535.1 48903 Inf
GCA_902702955.1 Inf Inf
GCA_013396615.1 4655 Inf
GCA_900618365.1 Inf Inf
GCA_030347275.1 410793 Inf
GCA_000149585.1 878729 377690
GCA_013400715.1 4070 Inf
GCA_001654015.2 Inf Inf
GCA_027604685.1 Inf Inf
GCA_013400585.1 4091 Inf
GCA_013368495.1 Inf Inf
GCA_013400635.1 4108 Inf
GCA_000412655.1 198 Inf
GCA_016097935.1 Inf 11941
GCA_003614735.1 Inf Inf
GCA_001263275.1 26190 Inf
GCA_013397615.1 4517 Inf
GCA_000582765.1 190821 Inf
GCA_003427335.1 Inf Inf
GCA_025349905.2 Inf Inf
GCA_013398835.1 4127 Inf
GCA_902702795.2 Inf Inf
GCA_002087225.1 306961 379082
GCA_015852385.1 Inf Inf
GCA_013398035.1 4169 Inf
GCA_013399715.1 3345 Inf
GCA_016097855.1 Inf Inf
GCA_014338405.1 Inf Inf
GCA_016098165.1 28513 Inf
GCA_001584585.1 Inf Inf
GCA_015852495.1 Inf Inf
GCA_029286575.1 4076 Inf
GCA_015849335.1 Inf Inf
GCA_001594045.1 3043592 Inf
GCA_013390105.1 4106 Inf
GCA_000150825.1 106816 18516
GCA_900617895.1 Inf Inf
GCA_027604065.1 Inf Inf
GCA_000447185.1 Inf Inf
GCA_020875895.1 Inf Inf
GCA_002081575.1 Inf Inf
GCA_022385825.1 39807 22180
GCA_027577035.1 102024 Inf
GCA_027627325.1 Inf Inf
GCA_013400875.1 4723 Inf
GCA_003990745.1 Inf Inf
GCA_000691245.1 Inf 9756
GCA_900079185.1 24799 74244
GCA_003614145.1 16965 669
GCA_013400655.1 4207 Inf
GCA_000316135.1 Inf Inf
GCA_900622495.1 Inf Inf
GCA_013401375.1 Inf Inf
GCA_900618425.1 Inf Inf
GCA_013389965.1 Inf Inf
GCA_013400995.1 3209 Inf
GCA_013400695.1 4585 Inf
GCA_002215365.1 Inf Inf
GCA_003568945.1 Inf Inf
GCA_000499725.1 Inf Inf
GCA_001432165.1 Inf Inf
GCA_000441915.1 Inf 1122
GCA_003614755.1 Inf Inf
GCA_026770595.1 Inf Inf
GCA_015680635.1 Inf Inf
GCA_024181965.1 Inf Inf
GCA_004193795.1 Inf Inf
GCA_002087885.1 Inf Inf
GCA_900576705.1 Inf Inf
GCA_027579095.1 Inf Inf
GCA_015500155.1 Inf Inf
GCA_015849295.1 Inf Inf
GCA_013401035.1 Inf Inf
GCA_003675905.2 770 Inf
GCA_017911155.1 Inf Inf
GCA_900617775.1 Inf Inf
GCA_006369765.1 Inf Inf
GCA_000499445.1 Inf Inf
GCA_900617915.1 Inf Inf
GCA_900624965.1 Inf Inf
GCA_010093895.1 67896 8340
GCA_003344505.1 400147 518298
GCA_001720245.1 78278 122936
GCA_003546025.1 1289191 2235
GCA_014925785.1 11783 1621190
GCA_002865655.1 324934 865217
GCA_001879275.1 78730 557816
GCA_010093925.1 456816 Inf
GCA_000835755.1 124198 19597
GCA_010093485.1 210191 852721
GCA_000507405.3 371816 Inf
GCA_000814955.1 945741 Inf
GCA_010093795.1 35368 640373
GCA_010093785.1 Inf Inf
GCA_000934395.1 4022 1264259
GCA_001661315.1 265241 23362
GCA_003184705.1 43034 Inf
GCA_022836615.1 190681 Inf
GCA_001630475.1 110118 553356
GCA_001630345.1 55621 233241
GCA_003788565.2 129138 Inf
GCA_010405375.1 157502 Inf
GCA_010093705.1 146799 13023
GCA_000827495.1 Inf Inf
GCA_001691775.3 8371 Inf
GCA_001632345.1 111856 Inf
GCA_010015785.1 227363 Inf
GCA_010015705.1 246097 Inf
GCA_001636675.1 3343 Inf
GCA_003788595.2 Inf Inf
GCA_003788615.2 818940 320552
GCA_010093745.1 246881 Inf
GCA_000827265.1 Inf 475180
GCA_010093635.1 528127 569514
GCA_000230595.3 Inf Inf
GCA_001636815.1 67986 1227124
GCA_000465215.2 49611 105
GCA_000697665.1 67217 65231
GCA_001632355.1 64561 Inf
GCA_001632425.1 48751 Inf
GCA_000934385.1 Inf Inf
GCA_010405425.1 47332 99365
GCA_001632435.1 Inf 122594
GCA_025603075.1 Inf Inf
GCA_014904975.1 101613 Inf
GCA_014904985.1 Inf Inf
GCA_022160365.1 Inf Inf
GCA_022160315.1 30978 Inf
GCA_010093715.1 191639 1280506
GCA_014904905.1 56996 47512
GCA_010093585.1 Inf Inf
GCA_004369135.1 Inf Inf
GCA_000827185.1 40912 Inf
GCA_004369055.1 14716 Inf
GCA_000732775.1 17768 74536
GCA_001632375.1 Inf Inf
GCA_015584085.1 290405 Inf
GCA_001658105.1 205810 Inf
GCA_000142905.1 41831 92408
GCA_025399235.1 51916 Inf
GCA_000827195.1 Inf Inf
GCA_000151175.1 29540 196017
GCA_000827215.1 Inf Inf
GCA_003719475.1 Inf Inf
GCA_001929475.1 Inf Inf
GCA_012489335.1 Inf 1259
GCA_000827395.1 Inf Inf
GCA_001691785.3 Inf Inf
GCA_000385875.2 Inf Inf
GCA_945859875.1 8942581 1294
GCA_027625915.1 291383 2246157
GCA_024699845.1 331655 1007373
GCA_916720795.1 6357448 Inf
GCA_904066225.2 488088 308436
GCA_028828285.1 524395 195872
GCA_028827405.1 609203 184259
GCA_028827145.1 222178 22154
GCA_028828185.1 194112 582052
GCA_028829585.1 674373 27475
GCA_028827385.1 137354 577249
GCA_028829835.1 398918 450581
GCA_021399445.1 29689 202964
GCA_902829315.1 226564 Inf
GCA_028828465.1 24817 300468
GCA_907164705.1 Inf Inf
GCA_030272585.1 673538 1886
GCA_028827225.1 49922 554403
GCA_030549165.1 80088 69087
GCA_028974015.1 119147 75368
GCA_027946515.1 46270 631337
GCA_014462655.1 90583 Inf
GCA_028827375.1 725181 508473
GCA_014595645.1 95192 105630
GCA_028828445.1 18798 617160
GCA_000326865.1 3075 Inf
GCA_001594065.1 Inf Inf
GCA_020736525.1 15845 417548
GCA_905332375.1 Inf Inf
GCA_013390185.1 52581 343372
GCA_028828245.1 62907 270553
GCA_014461135.1 408709 Inf
GCA_028827395.1 235341 567680
GCA_028828865.1 859127 224972
GCA_028828675.1 252970 539196
GCA_028826775.1 337176 572783
GCA_028828555.1 44271 59172
GCA_028828045.1 Inf 46100
GCA_028829765.1 411483 201115
GCA_028826845.1 467429 57923
GCA_028828085.1 547984 190766
GCA_942486045.1 6500 Inf
GCA_028827525.1 220319 509391
GCA_028827895.1 258101 363017
GCA_020744335.1 40769 163342
GCA_027946475.1 1853634 23004
GCA_028828275.1 28209 91119
GCA_028827025.1 694540 198548
GCA_028827535.1 72678 375353
GCA_028828015.1 1433595 103510
GCA_028974045.1 482941 77939
GCA_022432395.1 212953 Inf
GCA_028827885.1 47478 23163
GCA_028827165.1 92976 182185
GCA_017639365.1 188640 400911
GCA_954870535.1 317213 811381
GCA_028828895.1 750106 100095
GCA_028829675.1 8374 103072
GCA_028826855.1 93197 419077
GCA_028828005.1 73456 72866
GCA_028974085.1 14133 121272
