GC Protein human_name arabidopsis_name organism
GCF_004348235.1 XP_032266916.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phoca vitulina"
GCF_009828535.3 XP_058284228.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hylobates moloch"
GCF_009828535.3 XP_032032447.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hylobates moloch"
GCF_009828535.3 XP_058284227.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hylobates moloch"
GCF_009828535.3 XP_058284229.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hylobates moloch"
GCF_009828535.3 XP_032032448.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hylobates moloch"
GCF_000313985.2 XP_004699807.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Echinops telfairi"
GCF_011630105.1 XP_033113304.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Anneissia japonica"
GCF_001186105.1 XP_013192516.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Amyelois transitella"
GCF_001186105.1 XP_013192508.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Amyelois transitella"
GCF_000708925.1 XP_009511232.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phalacrocorax carbo"
GCF_000708925.1 XP_009500410.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phalacrocorax carbo"
GCF_000327345.1 XP_015413423.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Myotis davidii"
GCF_001594115.1 XP_018354793.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trachymyrmex septentrionalis"
GCF_001594115.1 XP_018354792.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trachymyrmex septentrionalis"
GCF_001723915.1 XP_019371855.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gavialis gangeticus"
GCF_000223845.1 XP_011130635.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gregarina niphandrodes"
GCF_000239395.1 XP_006791330.2 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neolamprologus brichardi"
GCF_000003605.2 XP_002740239.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Saccoglossus kowalevskii"
GCF_000388065.1 XP_009495010.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fonticula alba"
GCF_000388065.1 XP_009493639.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fonticula alba"
GCF_021234165.1 XP_054422843.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pteronotus parnellii mesoamericanus"
GCF_012274295.1 XP_034173133.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Osmia lignaria"
GCF_012274295.1 XP_034173132.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Osmia lignaria"
GCF_002846915.1 XP_040748813.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Aspergillus ochraceoroseus IBT 24754"
GCF_030347475.1 XP_058356786.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cadophora gregata"
GCF_002865645.1 XP_024744162.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hyaloscypha bicolor E"
GCF_001890725.1 XP_040692779.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Aspergillus wentii DTO 134E9"
GCF_000281105.1 XP_007780867.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coniosporium apollinis CBS 100218"
GCF_000392275.1 XP_007913266.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phaeoacremonium minimum UCRPA7"
GCF_000392275.1 XP_007913150.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Phaeoacremonium minimum UCRPA7"
GCF_000600275.1 XP_040641912.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Aspergillus ruber CBS 135680"
GCF_000150975.2 XP_003176515.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Nannizzia gypsea CBS 118893"
GCF_000150975.2 XP_003172514.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Nannizzia gypsea CBS 118893"
GCF_000151505.1 XP_003020589.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichophyton verrucosum HKI 0517"
GCF_000151505.1 XP_003019741.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichophyton verrucosum HKI 0517"
GCF_001458135.2 XP_015334872.2 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Marmota marmota marmota"
GCF_000300595.1 XP_007394393.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phanerochaete carnosa HHB-10118-sp"
GCF_000300595.1 XP_007390355.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phanerochaete carnosa HHB-10118-sp"
GCF_000344685.1 XP_007867882.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gloeophyllum trabeum ATCC 11539"
GCF_000344685.1 XP_007860206.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Gloeophyllum trabeum ATCC 11539"
GCF_000151545.1 XP_012211697.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Saprolegnia parasitica CBS 223.65"
GCF_000151545.1 XP_012198767.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Saprolegnia parasitica CBS 223.65"
GCF_000151545.1 XP_012194640.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Saprolegnia parasitica CBS 223.65"
GCF_000257125.1 XP_008855781.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Entamoeba nuttalli P19"
GCF_000003855.2 XP_031577110.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Blastomyces gilchristii SLH14081"
GCF_000003855.2 XP_002625401.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Blastomyces gilchristii SLH14081"
GCF_000003515.1 XP_002583908.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Uncinocarpus reesii 1704"
GCF_000003515.1 XP_002542015.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Uncinocarpus reesii 1704"
GCF_000003515.1 XP_002540653.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Uncinocarpus reesii 1704"
GCF_024362965.1 XP_019270935.2 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Panthera pardus"
GCF_024362965.1 XP_053746645.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Panthera pardus"
GCF_022539395.1 XP_050171362.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Myiozetetes cayanensis"
GCF_003935025.1 XP_027358488.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027358489.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027329436.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027369145.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027369144.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027345580.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027345581.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027345578.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_003935025.1 XP_027345579.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Abrus precatorius"
GCF_021117445.2 XP_030472662.2 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_030455569.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056163747.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_030467861.2 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162951.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162950.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162949.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162948.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160294.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160293.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160292.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160291.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160297.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160296.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056160298.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162954.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162953.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_056162952.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_021117445.2 XP_030467121.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium oleosum"
GCF_029603195.1 XP_055379270.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Condylostylus longicornis"
GCF_023614345.1 XP_050443073.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Adelges cooleyi"
GCF_023614345.1 XP_050443074.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Adelges cooleyi"
GCF_011692745.1 XP_033408855.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Arthroderma uncinatum"
GCF_011692745.1 XP_033406044.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Arthroderma uncinatum"
GCF_020744385.1 XP_045986316.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium flagelliforme"
GCF_028296485.1 XP_054163870.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Oppia nitens"
GCF_028828765.1 XP_058370686.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium canescens"
GCF_028828765.1 XP_058374806.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium canescens"
GCF_019650295.1 XP_044663392.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cercospora kikuchii"
GCF_019650295.1 XP_044658383.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Cercospora kikuchii"
GCF_020726525.1 XP_045957322.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Truncatella angustata"
GCF_020726525.1 XP_045952943.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Truncatella angustata"
GCF_022539665.1 XP_057368626.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Daphnia carinata"
GCF_022984875.1 XP_049112460.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon fragiforme"
GCF_022984875.1 XP_049121891.1 "DNA mismatch repair protein Msh6" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon fragiforme"
GCF_000820605.1 XP_040617007.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sporothrix brasiliensis 5110"
GCF_000820605.1 XP_040622002.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Sporothrix brasiliensis 5110"
GCF_020744255.1 XP_046006591.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Microdochium trichocladiopsis"
GCF_020736505.1 XP_046028993.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Alternaria rosae"
GCF_020736505.1 XP_046030897.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria rosae"
GCF_020736505.1 XP_046030132.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria rosae"
GCF_011952275.1 XP_033192801.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus vancouverensis nearcticus"
GCF_011952275.1 XP_033192800.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus vancouverensis nearcticus"
GCF_011952275.1 XP_033192799.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus vancouverensis nearcticus"
GCF_011952275.1 XP_033192798.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus vancouverensis nearcticus"
GCF_011952275.1 XP_033192797.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus vancouverensis nearcticus"
GCF_011952275.1 XP_033192802.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus vancouverensis nearcticus"
GCF_019321695.1 XP_044638597.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Diaporthe batatas"
GCF_029890125.1 XP_056111571.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rhinichthys klamathensis goyatoka"
GCF_014898055.3 XP_037383995.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Talpa occidentalis"
GCF_021365285.1 XP_046071755.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Talaromyces proteolyticus"
GCF_002251995.1 XP_024662934.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Wickerhamiella sorbophila"
GCF_013461495.1 XP_037195693.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Botrytis fragariae"
GCF_013461495.1 XP_037194310.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Botrytis fragariae"
GCF_011952205.1 XP_033297377.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus bifarius"
GCF_011952205.1 XP_033297378.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bombus bifarius"
GCF_014824575.3 XP_036922577.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sturnira hondurensis"
GCF_014824575.3 XP_036922576.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sturnira hondurensis"
GCF_016545835.1 XP_039196221.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Crotalus tigris"
GCF_014066315.1 XP_037148818.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Letharia lupina"
GCF_014066315.1 XP_037157355.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 7 [Arabidopsis thaliana]" "Letharia lupina"
GCF_002897235.1 XP_028867427.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Babesia ovata"
GCF_025528875.1 XP_052940312.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycotypha africana"
GCF_025528875.1 XP_052939249.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycotypha africana"
GCF_019456465.1 XP_044668590.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bacidia gigantensis"
GCF_029532465.1 XP_056040202.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lipomyces tetrasporus"
GCF_029532465.1 XP_056047620.1 "DNA mismatch repair protein Msh2" "MUTS homolog 6 [Arabidopsis thaliana]" "Lipomyces tetrasporus"
GCF_002847485.1 XP_024696836.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Aspergillus campestris IBT 28561"
GCF_004324835.1 XP_028414491.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dendronephthya gigantea"
GCF_004324835.1 YP_003331255.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Dendronephthya gigantea"
GCF_016077235.1 XP_038138493.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cyprinodon tularosa"
GCF_008694065.1 XP_033440344.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Daldinia childiae"
GCF_008694065.1 XP_033433430.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Daldinia childiae"
GCF_000004825.1 XP_020437793.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Heterostelium album PN500"
GCF_000004825.1 XP_020430619.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Heterostelium album PN500"
GCF_003918875.1 XP_046545599.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Haliotis rubra"
GCF_013357705.1 XP_034934485.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Chelonus insularis"
GCF_021976095.1 XP_046847803.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Xenia sp. Carnegie-2017"
GCF_021976095.1 XP_046847802.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Xenia sp. Carnegie-2017"
GCF_021976095.1 XP_046847801.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Xenia sp. Carnegie-2017"
GCF_021976095.1 XP_046861942.1 "DNA mismatch repair protein Msh6" "MUTS homolog 2 [Arabidopsis thaliana]" "Xenia sp. Carnegie-2017"
GCF_021976095.1 XP_046861943.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Xenia sp. Carnegie-2017"
GCF_022836535.1 XP_049125682.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum spaethianum"
GCF_022836535.1 XP_049124535.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum spaethianum"
GCF_002102565.1 XP_021874769.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Kockovaella imperatae"
GCF_002102565.1 XP_021868892.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Kockovaella imperatae"
GCF_019649055.1 XP_055338112.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Paramacrobiotus metropolitanus"
GCF_012393455.1 XP_035977542.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Halichoerus grypus"
GCF_012393455.1 XP_035977541.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Halichoerus grypus"
