a,c,d,e,f,g,k,l,m,n,q,r,s,t,v,w,y,h,i,p,GC,u,x,j,z,b
568204,96887,244879,306916,153112,320971,173085,479275,116645,141013,211362,362273,453189,320061,369165,55975,125467,140662,160669,290832,GCA_000002845.2,,,,,
1188487,308461,600793,1075197,532656,964024,761628,1443913,276316,546608,674232,905630,1242651,755121,788295,172678,384604,345969,530475,1048918,GCA_949782905.1,,75,,,
578791,193556,533387,685603,451802,514673,640517,844775,261920,482100,384110,517615,777296,576125,617492,112515,311654,223227,597238,478903,GCA_010183535.1,,,,,
997321,238260,657120,791800,496226,880063,664603,1224945,302170,465006,440194,780668,1144097,602126,827444,164447,325367,314504,603768,683162,GCA_004837865.1,,3,,,
483538,155771,374008,417810,270176,396790,320075,708850,147432,294486,312559,468945,674123,461292,454478,85473,190720,199855,329260,431846,GCA_003604175.2,,3,,,
563188,176188,500847,618740,334519,534528,589255,796637,211776,397355,352846,505672,754025,520340,592530,105010,263640,218749,460906,520142,GCA_009739505.2,,,,,
149770,33166,161168,175474,118635,135561,193832,256814,56105,162174,108110,118318,238688,156315,150711,27764,87873,57740,170861,117228,GCA_001298625.1,,1274,12,3,39
692759,194244,577632,671650,458555,708666,651119,1030068,272526,486369,382631,562243,959406,546156,706184,135826,303464,263160,587147,526400,GCA_001531365.2,,3741,58,46,119
638547,86709,396980,405723,255052,498152,310054,601321,149414,239785,264058,428927,545361,409525,444970,104903,180794,163019,307318,425446,GCA_001672515.1,,,,,
500528,76591,359532,376046,226135,406989,309723,519793,137482,233193,244889,348613,491479,369074,369907,90712,168726,142270,306741,358133,GCA_000303195.2,,,,,
904589,260958,782271,932874,605401,927471,934848,1327089,365603,647264,522456,784588,1279447,758298,945818,181025,398416,352748,773728,716197,GCA_023525745.1,,,,,
696874,194154,564420,712465,450913,684823,660997,1009864,257787,449689,368940,585169,964158,535643,706834,135187,294860,241267,548480,516252,GCA_911865555.2,,,,,
912541,248419,694998,855886,568106,868402,816453,1297960,323802,599486,492655,703997,1177987,642586,860478,171891,383266,319970,725538,660949,GCA_019321725.1,,,,,
485087,180439,515897,662695,447086,423812,720333,838535,219506,644997,415077,422306,785045,541266,495803,87632,316469,223784,703874,397440,GCA_018290095.1,,387,,,
692064,199126,533462,645625,447157,669075,614574,1061818,241845,454946,376868,535153,907474,486661,656642,135360,292531,244187,562155,494827,GCA_900059795.1,,22,,,
903999,253539,723785,898683,585904,895384,854001,1317719,335986,649254,501745,718214,1244744,675586,883765,177508,389974,318862,760906,677494,GCA_912172775.2,,684,,,
1297625,378233,1032446,1286638,830986,1317710,1149832,1904428,483468,837743,702711,1079291,1701786,966529,1325704,271635,541387,464465,1013036,980860,GCA_025413875.1,,,,,
513687,187629,474879,637654,345583,519390,625713,839888,208364,447555,360449,465719,767201,510574,553466,100243,289791,221883,541287,490338,GCA_928085145.1,,,,,
1786071,517315,1540730,1925745,1194181,1791875,1814223,2676555,682273,1239447,1002217,1562645,2564058,1438971,1864502,361646,797302,652573,1491701,1385744,GCA_019202805.1,,9,,,
588481,213350,488551,674446,355186,557039,601044,895119,223529,399257,439800,502169,813648,526938,591906,110521,267717,245559,475984,493056,GCA_016835505.1,,,,,
465363,159971,369319,488159,246344,443952,387778,662012,166008,265084,334495,402431,615319,405757,455711,80917,188884,186804,297493,397050,GCA_014281875.1,,,,,
781728,210245,616699,754007,476567,765724,692761,1098014,283347,508767,431855,624469,1050220,557306,756093,142474,318241,271899,600799,568430,GCA_013401445.1,,,,,
226478,120839,318368,383553,285995,274194,501659,502777,129050,449293,197033,222383,467088,325363,293125,52029,237668,114334,502436,222660,GCA_001040885.1,,194,,,
658486,172619,468726,596441,417985,608953,536808,932364,229150,377647,316167,545756,843855,426568,590420,122646,252342,222742,526774,466217,GCA_019925795.1,,,,,
2108886,930825,2109499,2032317,1309954,1995260,2037129,3507231,1169322,1770480,1493620,2079402,2991086,2963126,2843477,424055,1345183,1025798,2207109,1632954,GCA_020536995.1,,,,,
1671403,348532,965908,1102818,653661,1308457,898715,1718601,431191,633846,646412,1159021,1520258,854502,1195132,234065,461828,448247,789212,1032199,GCA_002211085.2,,,,,
969966,132314,481329,580343,245601,894486,349955,688899,180788,227182,278900,607391,676107,450506,584087,104348,153878,168005,243394,460100,GCA_000310025.1,5,496,,,
557538,91334,377337,382986,244681,453145,323479,584036,148763,248323,267557,397650,528992,390528,406041,102791,180157,160654,325359,375225,GCA_001653235.2,,24,,,
795926,241575,529513,774949,399016,734836,613633,1098974,228335,377084,513815,640780,903314,566975,669810,134260,284578,278158,456182,702411,GCA_028583565.1,,,,,
603305,94372,250692,309035,151558,334500,171069,470271,116290,135727,210739,367370,455491,313211,368509,55341,123566,139114,153929,297273,GCA_000234665.4,,22,,,
231286,48476,184279,218532,132907,196058,204984,310091,72921,163314,139364,199948,315432,202210,186310,42366,98570,81598,212689,178620,GCA_905067625.1,,,,,
821228,352908,835805,1016456,621214,873507,957474,1299417,335706,686065,616642,770615,1218964,896508,970448,173354,456738,357083,794164,713761,GCA_029531755.1,,,,,
359358,167843,415539,435137,302649,345322,444842,761098,157014,552948,335876,386399,794661,497795,424320,79653,258771,228372,518913,359933,GCA_000699445.3,,,,,
527982,144594,417906,551339,375859,542742,514684,825393,197413,416047,286357,433292,729452,411174,521719,111694,237694,181895,483459,410149,GCA_027726005.1,,,,,
197484,42893,169293,204799,126621,172803,207058,294831,63936,169130,131069,176066,297350,179494,166309,38098,92374,69772,212579,157061,GCA_024703715.1,,,,,
535207,154102,440965,551260,273591,427147,533322,700348,174697,391138,316976,444741,602593,468836,501303,83969,249925,196492,439705,432199,GCA_918026875.4,,,,,
943462,320698,711286,965977,489951,918123,742424,1378479,323427,508019,661781,876022,1246165,781443,909026,175483,354813,384681,586858,833466,GCA_003711565.2,,,,,
442034,135145,370049,448225,239543,360486,409139,613393,160096,325487,284102,399878,542946,406416,418340,74288,213582,171404,380841,333958,GCA_003672135.1,,34,,,
219320,64138,174220,178530,104265,173220,182072,273493,65894,131096,108251,158605,223977,163823,191843,27732,93522,77216,146242,124772,GCA_000981445.1,2,,,,
1090290,374175,843802,1150406,563918,1066260,886342,1565008,394069,610040,789027,991298,1481352,955589,1032480,194093,418104,453327,676896,1004695,GCA_023974075.1,,,,,
874822,225347,649306,788567,503423,827163,697871,1216644,312776,498845,436019,684089,1096701,582733,798204,160675,325390,304480,638749,630518,GCA_026586065.1,,,,,
984251,283884,835037,1002321,651384,986676,980903,1442925,376974,717660,570378,824952,1346165,763837,1007524,201141,431503,365552,823276,736897,GCA_030490815.1,,,,,
907060,252474,709816,868476,559137,885949,813904,1286367,332144,590970,503668,715036,1240201,646301,861206,168674,363476,321640,694019,668302,GCA_029030765.1,,,,,
555504,73424,350729,381225,215670,418359,298913,519994,131041,224383,262683,370296,481109,368096,361811,88628,166891,146829,282178,358335,GCA_002742065.1,,123,,,
65183,63854,237163,254412,166928,97351,438860,285797,82529,562290,100245,97296,238619,147069,137450,16579,218612,91668,352956,68210,GCA_001601855.1,4,2546,,,
795651,250620,671933,837139,545966,842208,804776,1240758,329778,579605,459263,666037,1111021,649949,882758,176285,371850,304900,704187,593429,GCA_015680905.1,,,,,
841796,300218,686672,952499,466921,794276,769126,1250687,317025,524241,625920,736034,1164381,774564,848555,151790,363846,354520,600705,732438,GCA_019097595.1,,34,,,
776442,258662,532277,794309,401879,716278,664499,1095080,251369,431030,538553,621681,940190,600430,669584,139348,307088,284321,514810,664097,GCA_020497125.1,,,,,
550267,254239,663770,666999,441869,536635,654764,1139658,231499,823122,518449,585621,1268313,777672,650089,114574,376766,345390,760273,564189,GCA_944470425.2,,,,,
536397,84585,392868,414006,244556,437676,333856,567276,147568,251038,267370,389095,531547,398265,398937,100294,182311,157249,334676,386202,GCA_019609905.1,,,,,
319551,122215,400855,403293,238717,322622,483055,567823,139630,450253,278711,290516,530489,397181,344179,67738,212678,150626,479226,289995,GCA_014905175.1,,,,,
127010,36121,164096,169794,121071,133212,218591,252576,49509,235300,97616,97631,242942,182858,145508,24892,103257,54485,200914,105394,GCA_020623625.1,,,,,
1271130,295662,841578,1059333,610461,1139753,860312,1557614,397297,600996,640860,965379,1360812,835743,1130791,222079,411519,396967,715084,849315,GCA_014871385.1,,,,,
1160934,361354,1094060,1246452,856655,1187295,1328209,1811646,482290,896815,724507,1073831,1635062,1043299,1273107,270364,592364,499819,1074938,962893,GCA_030169165.1,,8,,,
916874,300657,689942,928630,450737,879109,725287,1256355,324864,479480,642162,775563,1139645,762439,845847,155960,349326,361696,548657,790458,GCA_017589495.2,,,,,
1046663,346983,828215,1095937,544318,998727,876993,1486295,377220,595513,757255,916245,1383287,917008,1004611,178367,422546,421894,667588,912118,GCA_004119915.2,,55,,,
824165,323654,720712,983758,539591,820017,895382,1347408,336178,633823,671165,733718,1236252,805168,859163,157415,415969,378418,744006,775299,GCA_019447015.1,,8,,,
891709,246665,699097,855027,544327,877973,797431,1258596,322740,580211,495144,701532,1209349,631755,843774,167676,352882,313905,675528,653879,GCA_029228465.1,,,,,
127821,48612,158415,171323,111980,152585,197437,239896,49431,143473,77116,116674,223952,154503,161318,28472,104848,60313,176665,106902,GCA_000342415.1,,2,,,
1885484,546046,1665779,1932878,1272312,1952602,1919915,2825957,766835,1406121,1100140,1570287,2607953,1570985,2014653,390019,867114,747655,1659288,1484233,GCA_023525975.1,,,,,
811792,296735,656399,899332,465826,769589,751905,1220199,306952,519478,607207,709100,1131224,744520,817777,148932,355197,349834,589613,703542,GCA_014805685.1,,,,,
897602,354720,528450,661582,457484,804274,607959,1148602,256779,481725,480694,1001095,1120314,782711,845660,190610,327009,406396,588566,777438,GCA_029891345.1,,,,,
1894667,430303,1205497,1576686,834668,1665257,1244880,2320356,589482,903038,1142633,1267379,2057476,1230662,1619963,310646,550022,631774,1036491,1218336,GCA_021442195.1,,,,,
882316,323017,739142,985081,502173,852552,814933,1313290,333856,554830,668053,785360,1242835,815082,881669,161589,377884,373052,637405,778196,GCA_012432095.1,,43,,,
885982,253496,692750,848000,563636,868463,799124,1287990,324603,583298,485824,692262,1206464,638291,855496,169818,361538,312987,692773,645066,GCA_009078335.1,,,,,
782644,224376,625440,753907,508670,773867,719713,1170526,287336,528693,438538,637422,1065904,589922,786518,155074,339267,283361,638002,577199,GCA_029891385.1,,,,,
668931,174790,472775,613771,387893,646044,539887,901333,218648,363838,339832,561505,818830,454589,616870,124471,249831,222197,462344,496608,GCA_019845555.1,,,,,
1088508,317336,890405,1091075,719258,1104489,1050064,1660987,405883,782335,638270,884160,1532760,834368,1092349,219780,483938,408131,939526,820193,GCA_029379385.1,,,,,
1763042,511549,1520440,1906361,1182395,1764906,1796059,2643484,676650,1225893,991037,1537445,2528186,1416782,1840691,359798,787339,640921,1475725,1363088,GCA_019202795.1,,,,,
1061638,363478,807719,1081515,546746,1046076,850790,1517556,353865,569491,754311,975820,1408963,913956,1024667,201065,403912,426589,657624,953271,GCA_023238725.1,,,,,
413630,56410,253395,247744,143893,312123,186275,368502,96246,135703,163672,293663,351201,258309,273954,57364,101202,106673,177635,277607,GCA_001625195.1,,,,,
877015,132166,323587,489592,218394,550157,244424,614940,91541,135340,258767,561253,692945,310718,377133,68341,103804,142882,157354,472270,GCA_002563875.1,,,,,
920259,279800,742529,923347,605486,912196,874323,1370167,359381,662379,518302,798304,1282037,699415,924681,205050,387048,366167,777891,699155,GCA_014851425.1,,,,,
594591,251446,621063,666343,430068,542549,661090,1099108,240400,739635,500954,606505,1210161,767503,659559,117263,364999,322657,688550,563487,GCA_944472135.2,,249,,,
774803,258728,591279,799388,417000,732169,644561,1097877,265827,428200,546554,670962,1030724,630001,719501,134496,293166,296674,476546,672546,GCA_003999625.1,,,,,
580358,156324,433409,510570,316423,489045,450082,749329,184544,378696,365211,448724,704317,490960,526326,97919,238301,205444,425385,454194,GCA_013167095.2,,,,,
899966,254037,704935,884534,581525,870208,848167,1319969,324353,626452,503671,707626,1202909,652874,871025,174596,388186,311845,740958,645886,GCA_028052125.1,,,,,
444588,116275,298715,376154,210503,370174,319316,543932,138816,268242,306938,337267,490578,327331,347165,60937,172093,160524,279527,331887,GCA_025200985.1,,,,,
927428,267541,738777,923948,609396,957506,822349,1399721,359225,614757,515219,769380,1288652,688314,928583,187912,388263,336443,773528,702769,GCA_015143295.1,,,,,
826108,311544,717044,928872,497532,816402,782045,1271501,328440,551650,626616,760421,1183135,788241,864240,153255,367796,364663,630022,732534,GCA_008369825.1,,,,,
393362,143205,378503,463513,268934,360997,481905,608682,144643,364617,269024,333626,522597,382545,411678,69218,223825,154964,400274,342071,GCA_918026865.1,,,,,
598659,158396,445819,564488,356079,566756,513591,839779,211378,374897,309045,473832,764709,447509,562440,111009,244352,198579,460832,460617,GCA_011114355.1,,,,,
939650,274760,747487,919934,604139,961461,833180,1383509,348460,615363,499239,764984,1231573,696240,956968,193540,395009,332097,735395,709600,GCA_014282245.1,,,,,
538221,135125,373275,422576,229901,440140,366196,629069,150654,260124,291046,409189,570168,354459,452011,76621,173865,181415,275808,413955,GCA_026979955.1,,,,,
777011,221313,591622,720924,481117,749664,686961,1115480,276729,515018,419349,605555,1011743,563049,769209,148858,318319,286493,591358,569505,GCA_004329165.1,,,,,
935840,281661,765064,952460,645167,917014,947596,1453168,369217,667029,545138,792016,1268460,705690,964031,201921,425306,342883,818275,695245,GCA_005393395.2,,3,,,
917571,266694,747066,924847,598622,942534,847924,1355689,341320,623523,507178,759780,1221807,699718,940308,193541,388220,331102,735550,712054,GCA_020921065.1,,50,,,
109570,75522,225307,301281,178766,157294,447464,311384,81903,472500,102075,143835,325604,171382,174389,21281,202467,86219,324889,77913,GCA_023973825.1,,,,,
1201349,319486,925163,1082338,674853,1215557,925898,1627691,423955,661617,583763,1018334,1533817,796291,1139284,221785,451286,396791,822308,905717,GCA_023653495.1,,40,,,
1043966,284127,852965,1046803,649041,1023571,1000586,1493437,384482,736887,595541,810964,1416592,782223,1033616,193320,444448,367370,848422,762359,GCA_029783415.1,,,,,
525464,92950,240111,296858,150542,314803,169562,459132,110353,139749,201294,350854,436463,303285,355062,52346,117205,135994,158109,282704,GCA_017918235.1,,,,,
617957,97653,246474,311309,150534,336441,167429,475921,113651,130436,208348,379973,460531,301166,364175,54668,121055,136379,152522,299340,GCA_017916335.1,,258,,,
595202,94391,233497,300183,144265,327314,160177,461421,110371,121871,197446,370347,436394,286420,345283,54077,115789,132094,147697,291041,GCA_017916325.1,,11,,,
159361,34323,148864,171962,113107,137203,172102,248688,53149,128179,102849,123985,225040,142680,155389,27930,83679,56394,153830,113621,GCA_900074765.1,,,,,
593403,241934,604334,652630,407201,532171,626491,1053293,231797,723924,488609,580900,1174533,819005,635713,111178,353028,310816,660651,545770,GCA_944472155.2,,37,,,
619208,99627,246266,312778,151132,335225,167804,476970,114007,129723,209376,386734,462421,301357,368516,54717,119973,136845,154173,297926,GCA_017916305.1,,37,,,
728615,213853,618239,732118,491180,738422,712958,1102453,284263,535043,423234,599769,1022412,572013,760311,150447,323833,275494,626894,543106,GCA_025594385.1,,,,,
856522,218516,483192,567124,325877,596993,434887,868215,204097,300790,374264,702252,790317,557920,653351,114963,235721,249821,340858,581392,GCA_013339685.2,,,,,
528655,174291,517192,623709,353011,486892,649704,826086,208166,510081,366222,445396,675141,531282,550011,93070,316430,212305,602665,424248,GCA_023690525.1,,,,,
1904021,423500,1141671,1242997,780892,1479668,1026948,2011903,507065,728016,714464,1344902,1725879,1014854,1435009,281189,534080,522522,914644,1188469,GCA_007726485.1,,155,,,
