uniprot	embl	organism	tax_id	prot_len	gene	product	tudor_start	tudor_end	tudor_len	has_genomic_exons	n_total_exons	n_exons_in_tudor	break_from_tudor_start
A0A212FP82	OWR55519.1	Danaus plexippus plexippus	278856	2243			14	2050	2037	True	12	12	813
A0A218UAR8	OWK50681.1	Lonchura striata	40157	149	SND1		103	149	47	True	4	1	
A0A218UJ99	OWK53500.1	Lonchura striata	40157	1095	TDRD7		494	1017	524	True	16	8	19
A0A218UMC3	OWK54721.1	Lonchura striata	40157	856	AKAP1		712	788	77	True	10	1	
A0A218UQW9	OWK55830.1	Lonchura striata	40157	2308	TDRD6		11	1688	1678	True	5	1	
A0A218UUS3	OWK57092.1	Lonchura striata	40157	1188	RNF17		263	1146	884	True	26	18	1
A0A218UWE2	OWK58134.1	Lonchura striata	40157	828	TDRD12		1	608	608	True	19	13	22
A0A218V4D3	OWK60945.1	Lonchura striata	40157	584	TDRD5		353	459	107	True	10	1	
A0A218VC78	OWK63301.1	Lonchura striata	40157	1965	TDRD15		21	1904	1884	True	2	1	
A0A218VE16	OWK64325.1	Lonchura striata	40157	738	TDRD3		642	694	53	True	13	2	36
A0A218XL78	OWM85713.1	Punica granatum	22663	973			728	843	116	True	16	2	58
A0A218ZFN2	OWP06891.1	Diplocarpon coronariae	2795749	963			731	854	124	True	2	1	
A0A223A599	ASR92153.1	Helicoverpa armigera	29058	392			12	330	319	False	1	0	
A0A224X9T0	JAW09075.1	Panstrongylus lignarius	156445	592			340	451	112	False	1	0	
A0A224XDG9	JAW07828.1	Panstrongylus lignarius	156445	1132			879	1020	142	False	1	0	
A0A224XGS8	JAW07660.1	Panstrongylus lignarius	156445	1343			571	953	383	False	1	0	
A0A224XI87	JAW08160.1	Panstrongylus lignarius	156445	896			693	772	80	False	1	0	
A0A224XK61	JAW08533.1	Panstrongylus lignarius	156445	742			5	682	678	False	1	0	
A0A224XLB2	JAW08821.1	Panstrongylus lignarius	156445	645			509	576	68	False	1	0	
A0A224XPC3	JAW10013.1	Panstrongylus lignarius	156445	460			258	359	102	False	1	0	
A0A224XQY4	JAW10972.1	Panstrongylus lignarius	156445	362			151	252	102	False	1	0	
A0A224YGI6	MAA16776.1	Rhipicephalus zambeziensis	60191	684			489	612	124	False	1	0	
A0A224YII9	MAA16775.1	Rhipicephalus zambeziensis	60191	554			263	379	117	False	1	0	
A0A224YYP6	MAA22055.1	Rhipicephalus zambeziensis	60191	1203			139	255	117	False	1	0	
A0A224Z0P9	MAA19642.1	Rhipicephalus zambeziensis	60191	344			156	286	131	False	1	0	
A0A224Z1S1	MAA23798.1	Rhipicephalus zambeziensis	60191	1647			431	1601	1171	False	1	0	
A0A224Z1U7	MAA23797.1	Rhipicephalus zambeziensis	60191	869			379	800	422	False	1	0	
A0A224Z2J0	MAA24078.1	Rhipicephalus zambeziensis	60191	1143			452	1067	616	False	1	0	
A0A224Z2N8	MAA24077.1	Rhipicephalus zambeziensis	60191	785			107	712	606	False	1	0	
A0A224Z4H2	MAA24075.1	Rhipicephalus zambeziensis	60191	865			38	865	828	False	1	0	
A0A224Z4I3	MAA24085.1	Rhipicephalus zambeziensis	60191	1079			599	721	123	False	1	0	
A0A224Z4T7	MAA21110.1	Rhipicephalus zambeziensis	60191	1520			960	1080	121	False	1	0	
A0A224Z756	MAA24079.1	Rhipicephalus zambeziensis	60191	1454			1	990	990	False	1	0	
A0A224Z8Y0	MAA24081.1	Rhipicephalus zambeziensis	60191	1723			21	1259	1239	False	1	0	
A0A224ZAF9	MAA23800.1	Rhipicephalus zambeziensis	60191	316			115	242	128	False	1	0	
A0A224ZAX6	MAA24074.1	Rhipicephalus zambeziensis	60191	1094			712	1019	308	False	1	0	
A0A224ZAY5	MAA24084.1	Rhipicephalus zambeziensis	60191	455			252	378	127	False	1	0	
A0A224ZBB5	MAA24082.1	Rhipicephalus zambeziensis	60191	1760			21	1296	1276	False	1	0	
A0A225APZ1	OKL63691.1	Talaromyces atroroseus	1441469	882			649	772	124	True	2	1	
A0A226CYY0	OXA38512.1	Folsomia candida	158441	817			565	688	124	True	5	3	26
A0A226D3H0	OXA40115.1	Folsomia candida	158441	957			487	770	284	True	10	3	33
A0A226D4Q4	OXA40522.1	Folsomia candida	158441	658			418	530	113	True	8	3	15
A0A226D882	OXA40466.1	Folsomia candida	158441	652			89	580	492	True	6	6	1
A0A226DBD0	OXA42855.1	Folsomia candida	158441	833			222	339	118	True	10	4	0
A0A226DD66	OXA42774.1	Folsomia candida	158441	1544			1059	1176	118	True	25	4	4
A0A226DFE6	OXA43899.1	Folsomia candida	158441	915			351	841	491	True	10	6	1
A0A226DI45	OXA44638.1	Folsomia candida	158441	554			228	398	171	True	5	3	38
A0A226DIN9	OXA44056.1	Folsomia candida	158441	870			249	798	550	True	8	6	60
A0A226DJL9	OXA45732.1	Folsomia candida	158441	416			84	254	171	True	5	3	47
A0A226DJM8	OXA45725.1	Folsomia candida	158441	562			381	492	112	True	8	2	83
A0A226DKI8	OXA45709.1	Folsomia candida	158441	174			26	131	106	True	3	2	26
A0A226E089	OXA50668.1	Folsomia candida	158441	379			147	263	117	True	4	3	25
A0A226E1H2	OXA50316.1	Folsomia candida	158441	957			692	805	114	True	11	3	39
A0A226E2D2	OXA50636.1	Folsomia candida	158441	416			250	336	87	True	5	2	17
A0A226E526	OXA52134.1	Folsomia candida	158441	651			38	579	542	True	6	6	214
A0A226E676	OXA52850.1	Folsomia candida	158441	920			712	791	80	True	13	3	0
A0A226E6N5	OXA53018.1	Folsomia candida	158441	947			350	453	104	True	14	2	50
A0A226E778	OXA52731.1	Folsomia candida	158441	663			72	492	421	True	9	6	70
A0A226E8J8	OXA52956.1	Folsomia candida	158441	989			801	876	76	False	1	0	
A0A226EC26	OXA55125.1	Folsomia candida	158441	1564			1079	1196	118	True	25	2	11
A0A226EHQ1	OXA56949.1	Folsomia candida	158441	1539			655	1258	604	True	19	10	53
A0A226EP52	OXA58988.1	Folsomia candida	158441	403			227	337	111	True	5	1	
A0A226EQ50	OXA59318.1	Folsomia candida	158441	523			289	411	123	True	6	3	33
A0A226ESX6	OXA60723.1	Folsomia candida	158441	828			578	700	123	True	5	1	
A0A226ESZ7	OXA60639.1	Folsomia candida	158441	691			99	619	521	False	1	0	
A0A226EVF3	OXA61583.1	Folsomia candida	158441	486			33	351	319	True	7	5	10
A0A226EX54	OXA61206.1	Folsomia candida	158441	257			19	121	103	True	4	3	29
A0A226EXD0	OXA61734.1	Folsomia candida	158441	1414			674	1063	390	True	18	5	45
A0A226EYW9	OXA62337.1	Folsomia candida	158441	900			272	810	539	True	11	8	34
A0A226F319	OXA64173.1	Folsomia candida	158441	684			69	605	537	True	7	6	37
A0A226MBQ6	OXB52702.1	Callipepla squamata	9009	864			364	861	498	False	1	0	
A0A226MER2	OXB53784.1	Callipepla squamata	9009	434			209	303	95	True	9	3	22
A0A226MF97	OXB53900.1	Callipepla squamata	9009	1743			6	1131	1126	True	4	4	20
A0A226MHU5	OXB54867.1	Callipepla squamata	9009	568			501	553	53	True	6	1	
A0A226MLM5	OXB56205.1	Callipepla squamata	9009	823			50	99	50	True	17	2	22
A0A226MLX9	OXB56305.1	Callipepla squamata	9009	1055			646	746	101	True	25	4	6
A0A226MPE5	OXB57131.1	Callipepla squamata	9009	1340			457	1222	766	True	29	19	20
A0A226N3Y5	OXB62010.1	Callipepla squamata	9009	884			89	789	701	True	17	13	102
A0A226NEZ3	OXB66126.1	Callipepla squamata	9009	1945			1354	1867	514	True	37	14	24
A0A226NJS5	OXB67764.1	Callipepla squamata	9009	1208			47	904	858	True	27	18	1
A0A229XA02	RLL98109.1	Aspergillus turcosus	1245748	885			651	769	119	True	2	1	
A0A232EH44	OXU17665.1	Trichomalopsis sarcophagae	543379	584			372	486	115	True	6	2	75
A0A232ELB2	OXU19144.1	Trichomalopsis sarcophagae	543379	944			334	857	524	True	11	4	93
A0A232ELB7	OXU19145.1	Trichomalopsis sarcophagae	543379	929			322	842	521	True	11	4	100
A0A232EPX2	OXU20391.1	Trichomalopsis sarcophagae	543379	572			419	495	77	True	6	2	60
A0A232EWW3	OXU22838.1	Trichomalopsis sarcophagae	543379	2424			11	2268	2258	True	14	14	903
A0A232EZL7	OXU23841.1	Trichomalopsis sarcophagae	543379	721			517	597	81	True	6	1	
A0A232F2L6	OXU25066.1	Trichomalopsis sarcophagae	543379	1373			517	630	114	True	9	3	33
A0A232F487	OXU25207.1	Trichomalopsis sarcophagae	543379	1455			907	1027	121	True	10	3	43
A0A232FGQ1	OXU29931.1	Trichomalopsis sarcophagae	543379	1023			445	947	503	True	11	7	19
A0A232FGW7	OXU29932.1	Trichomalopsis sarcophagae	543379	941			57	556	500	True	11	7	161
A0A232FI95	OXU30178.1	Trichomalopsis sarcophagae	543379	588			277	369	93	True	9	3	9
A0A232FIZ1	OXU30711.1	Trichomalopsis sarcophagae	543379	528			155	472	318	True	9	6	38
A0A232FJ60	OXU30712.1	Trichomalopsis sarcophagae	543379	680			459	567	109	True	10	3	42
A0A232FJM7	OXU30517.1	Trichomalopsis sarcophagae	543379	654			357	473	117	True	5	3	33
A0A232LT71	OXV07373.1	Elaphomyces granulatus	519963	890			654	774	121	True	2	1	
A0A238BIX2	OZC05321.1	Onchocerca flexuosa	387005	500			325	400	76	True	9	3	5
A0A238BMV3	OZC05848.1	Onchocerca flexuosa	387005	185			29	131	103	True	3	3	44
A0A238BNK8	OZC06225.1	Onchocerca flexuosa	387005	218			30	143	114	True	6	5	10
A0A238BP44	OZC07012.1	Onchocerca flexuosa	387005	584			154	456	303	True	11	5	71
A0A238BPV2	OZC06896.1	Onchocerca flexuosa	387005	793			417	469	53	True	19	3	33
A0A238BS83	OZC07854.1	Onchocerca flexuosa	387005	342			157	276	120	True	6	3	30
A0A238BT39	OZC07855.1	Onchocerca flexuosa	387005	189			54	131	78	True	3	2	59
A0A238BVK8	OZC09377.1	Onchocerca flexuosa	387005	1359			1204	1304	101	True	25	3	31
A0A238BXK0	OZC10003.1	Onchocerca flexuosa	387005	558			79	191	113	True	12	4	10
A0A238C3M1	OZC11745.1	Onchocerca flexuosa	387005	908			713	795	83	True	16	3	29
A0A238C4A3	OZC12287.1	Onchocerca flexuosa	387005	874			671	759	89	True	20	3	19
A0A238FGP2	SCV70216.1	Microbotryum intermedium	269621	232			65	116	52	True	5	1	
A0A238FJ63	SCV72043.1	Microbotryum intermedium	269621	930			722	806	85	True	5	1	
A0A250XRC8	GAX85627.1	Chlamydomonas eustigma	1157962	975			732	838	107	True	17	3	82
A0A250Y502	JAV38609.1	Castor canadensis	51338	743	TDRD3		648	700	53	False	1	0	
A0A250Y527	JAV38742.1	Castor canadensis	51338	792	TDRD7		156	714	559	False	1	0	
A0A250Y5R9	JAV38943.1	Castor canadensis	51338	886	AKAP1		738	814	77	False	1	0	
A0A251RVJ8	OTF90408.1	Helianthus annuus	4232	951	SND1		691	815	125	True	16	3	2
A0A251U0W9	OTG16709.1	Helianthus annuus	4232	959	Tudor1		699	823	125	True	16	3	5
A0A254UIJ3	GLA47805.1	Aspergillus niger	5061	883			649	773	125	True	2	1	
A0A260YXV5	OZF78094.1	Caenorhabditis remanei	31234	365			150	260	111	True	4	2	20
A0A260ZFJ0	OZF84476.1	Caenorhabditis remanei	31234	519			336	411	76	True	5	1	
A0A260ZMA6	OZF86808.1	Caenorhabditis remanei	31234	910			684	803	120	True	4	1	
A0A260ZRE1	OZF87839.1	Caenorhabditis latens	1503980	910			684	803	120	True	4	1	
A0A260ZRZ9	OZF88144.1	Caenorhabditis latens	1503980	544			86	434	349	True	6	4	44
A0A260ZS43	OZF88581.1	Caenorhabditis remanei	31234	524			78	190	113	True	8	2	38
A0A261AA23	OZF94355.1	Caenorhabditis remanei	31234	608			60	172	113	True	10	5	6
A0A261AIB8	OZF97537.1	Caenorhabditis remanei	31234	559			91	449	359	True	6	4	129
A0A261ARQ7	OZG00767.1	Caenorhabditis remanei	31234	887			697	820	124	True	10	3	29
A0A261ATE2	OZG00766.1	Caenorhabditis remanei	31234	891			701	824	124	True	10	3	29
A0A261AU56	OZG01016.1	Caenorhabditis remanei	31234	534			57	136	80	True	3	1	
A0A261BDN5	OZG08283.1	Caenorhabditis remanei	31234	611			426	544	119	True	7	3	34
A0A261BHB1	OZG09075.1	Caenorhabditis latens	1503980	157			4	116	113	True	2	2	75
A0A261BIF4	OZG10047.1	Caenorhabditis latens	1503980	567			380	499	120	True	5	2	34
A0A261BLP6	OZG11239.1	Caenorhabditis latens	1503980	901			709	836	128	True	9	3	33
A0A261BND8	OZG11240.1	Caenorhabditis latens	1503980	905			713	840	128	True	9	3	33
A0A261C222	OZG16634.1	Caenorhabditis latens	1503980	519			285	408	124	True	6	2	56
A0A261C7M9	OZG18015.1	Caenorhabditis latens	1503980	617			51	163	113	True	11	2	34
A0A261Y190	OZJ04390.1	Bifiguratus adelaidae	1938954	1372			669	786	118	True	12	1	
A0A267DD04	PAA47151.1	Macrostomum lignano	282301	1198			124	1154	1031	False	1	0	
A0A267DDX9	PAA47471.1	Macrostomum lignano	282301	1594			958	1065	108	True	6	1	
A0A267DKK4	PAA49755.1	Macrostomum lignano	282301	1954			477	1851	1375	True	14	8	270
A0A267DMB6	PAA50365.1	Macrostomum lignano	282301	1472			506	1251	746	True	1	0	
A0A267DMG4	PAA50498.1	Macrostomum lignano	282301	1964			477	1861	1385	True	13	8	270
A0A267DMM7	PAA50573.1	Macrostomum lignano	282301	353			285	352	68	True	3	1	
A0A267DN78	PAA50137.1	Macrostomum lignano	282301	540			367	465	99	True	2	0	
A0A267DRI4	PAA51908.1	Macrostomum lignano	282301	1654			19	1374	1356	True	6	6	225
A0A267E1Z9	PAA55466.1	Macrostomum lignano	282301	112			4	39	36	True	2	2	29
A0A267E209	PAA55593.1	Macrostomum lignano	282301	267			23	150	128	True	2	1	
A0A267E7R8	PAA56849.1	Macrostomum lignano	282301	1594			958	1065	108	True	6	1	
A0A267EA09	PAA58403.1	Macrostomum lignano	282301	537			15	450	436	True	3	3	41
A0A267EAT2	PAA58628.1	Macrostomum lignano	282301	1129			16	1075	1060	True	4	4	35
A0A267EDW5	PAA59606.1	Macrostomum lignano	282301	904			39	584	546	True	3	2	513
A0A267EF77	PAA57728.1	Macrostomum lignano	282301	555			140	477	338	True	1	1	
A0A267EJ27	PAA47040.1	Macrostomum lignano	282301	267			23	150	128	True	2	1	
A0A267EL13	PAA61529.1	Macrostomum lignano	282301	267			23	150	128	True	2	2	88
A0A267EM61	PAA62623.1	Macrostomum lignano	282301	1211			16	1157	1142	True	2	2	607
A0A267EP98	PAA63363.1	Macrostomum lignano	282301	1237			293	402	110	True	9	1	
A0A267EPY9	PAA63610.1	Macrostomum lignano	282301	956			764	831	68	True	7	1	
A0A267ERV9	PAA64280.1	Macrostomum lignano	282301	483			307	382	76	True	4	2	54
A0A267EYH8	PAA66580.1	Macrostomum lignano	282301	614			9	577	569	True	2	2	287
A0A267F170	PAA67525.1	Macrostomum lignano	282301	1520			513	885	373	True	6	3	60
A0A267F2A3	PAA67881.1	Macrostomum lignano	282301	1211			16	1157	1142	True	2	2	607
A0A267F755	PAA68852.1	Macrostomum lignano	282301	1190			367	1110	744	True	2	1	
A0A267FCE3	PAA70739.1	Macrostomum lignano	282301	537			15	450	436	True	3	3	41
A0A267FCV5	PAA70832.1	Macrostomum lignano	282301	620			410	515	106	True	4	1	
A0A267FVP2	PAA77878.1	Macrostomum lignano	282301	1576			97	1473	1377	True	8	8	79
A0A267FYQ3	PAA78344.1	Macrostomum lignano	282301	782			1	702	702	True	3	3	149
A0A267G837	PAA82181.1	Macrostomum lignano	282301	905			40	585	546	True	3	2	512
A0A267G852	PAA81584.1	Macrostomum lignano	282301	905			40	585	546	True	4	4	28
A0A267G8G2	PAA82330.1	Macrostomum lignano	282301	641			483	558	76	True	3	0	
A0A267G8L0	PAA82348.1	Macrostomum lignano	282301	645			487	562	76	True	4	2	54
A0A267GHV9	PAA84849.1	Macrostomum lignano	282301	555			140	477	338	True	1	1	
A0A267GJD0	PAA86168.1	Macrostomum lignano	282301	456			297	372	76	True	4	2	54
A0A267GKA0	PAA85712.1	Macrostomum lignano	282301	647			489	564	76	True	4	2	54
A0A267GL62	PAA86760.1	Macrostomum lignano	282301	2787			20	2743	2724	True	2	2	1983
A0A267GLA6	PAA86798.1	Macrostomum lignano	282301	617			402	516	115	True	3	0	
A0A267GMS0	PAA86724.1	Macrostomum lignano	282301	1435			524	1214	691	True	3	3	442
A0A267GN14	PAA87400.1	Macrostomum lignano	282301	956			764	831	68	True	7	1	
A0A267GNC1	PAA86802.1	Macrostomum lignano	282301	2580			20	2536	2517	True	2	2	349
A0A267GSJ2	PAA88279.1	Macrostomum lignano	282301	866			320	803	484	True	5	3	73
A0A267GT21	PAA89170.1	Macrostomum lignano	282301	307			139	221	83	True	4	1	
A0A267GVL6	PAA90056.1	Macrostomum lignano	282301	440			272	354	83	True	4	1	
A0A267GZ18	PAA90674.1	Macrostomum lignano	282301	953			761	828	68	True	7	1	
A0A267H0B5	PAA91741.1	Macrostomum lignano	282301	1239			323	403	81	True	8	2	51
A0A267H655	PAA93770.1	Macrostomum lignano	282301	1166			343	1086	744	True	3	3	2
A0A267H7Y9	PAA94411.1	Macrostomum lignano	282301	484			307	382	76	True	4	1	
A0A286UGU7	PAV18694.1	Pyrrhoderma noxium	2282107	905			684	793	110	True	20	3	11
A0A293L744	MAA28347.1	Ornithodoros erraticus	265619	1150			117	598	482	False	1	0	
A0A293LA39	MAA30157.1	Ornithodoros erraticus	265619	712			23	631	609	False	1	0	
A0A293LAQ0	MAA24839.1	Ornithodoros erraticus	265619	772			331	697	367	False	1	0	
A0A293LC77	MAA25418.1	Ornithodoros erraticus	265619	657			518	568	51	False	1	0	
A0A293LCK7	MAA25561.1	Ornithodoros erraticus	265619	977			330	902	573	False	1	0	
A0A293LHP9	MAA27389.1	Ornithodoros erraticus	265619	460			204	333	130	False	1	0	
A0A293LI35	MAA28402.1	Ornithodoros erraticus	265619	1194			649	771	123	False	1	0	
A0A293LJD2	MAA28832.1	Ornithodoros erraticus	265619	433			59	373	315	False	1	0	
A0A293LJR8	MAA28081.1	Ornithodoros erraticus	265619	408			238	346	109	False	1	0	
A0A293LMB6	MAA29832.1	Ornithodoros erraticus	265619	565			372	494	123	False	1	0	
A0A293LQR1	MAA30844.1	Ornithodoros erraticus	265619	205			28	127	100	False	1	0	
A0A293M1P5	MAA33958.1	Ornithodoros erraticus	265619	612			302	431	130	False	1	0	
A0A293M3P0	MAA35364.1	Ornithodoros erraticus	265619	1124			696	821	126	False	1	0	
A0A293M5S9	MAA36114.1	Ornithodoros erraticus	265619	398			12	318	307	False	1	0	
A0A293M6H9	MAA36364.1	Ornithodoros erraticus	265619	1229			677	799	123	False	1	0	
A0A293ME07	MAA39203.1	Ornithodoros erraticus	265619	342			129	244	116	False	1	0	
A0A293MIB6	MAA39741.1	Ornithodoros erraticus	265619	591			368	482	115	False	1	0	
A0A293MJF7	MAA40101.1	Ornithodoros erraticus	265619	1058			672	978	307	False	1	0	
A0A293MJX4	MAA41122.1	Ornithodoros erraticus	265619	263			11	250	240	False	1	0	
A0A293MWW6	MAA44441.1	Ornithodoros erraticus	265619	1244			914	1029	116	False	1	0	
A0A293MXY3	MAA44791.1	Ornithodoros erraticus	265619	1176			80	1110	1031	False	1	0	
A0A293MZP0	MAA44625.1	Ornithodoros erraticus	265619	1250			114	1202	1089	False	1	0	
A0A2A2J671	PAV57270.1	Diploscapter pachys	2018661	977			729	804	76	True	21	3	5
A0A2A2JBD0	PAV59078.1	Diploscapter pachys	2018661	143			19	122	104	True	6	5	4
A0A2A2JKY1	PAV62345.1	Diploscapter pachys	2018661	361			93	200	108	True	12	4	33
A0A2A2K0L5	PAV67444.1	Diploscapter pachys	2018661	364			93	200	108	True	11	3	36
A0A2A2KM50	PAV74967.1	Diploscapter pachys	2018661	620			47	502	456	True	15	12	33
A0A2A2KVR5	PAV78040.1	Diploscapter pachys	2018661	633			72	524	453	True	15	13	10
A0A2A2L1W1	PAV80149.1	Diploscapter pachys	2018661	845			439	767	329	True	23	11	10
A0A2A2LKB8	PAV86555.1	Diploscapter pachys	2018661	578			172	500	329	True	15	10	28
A0A2A2M1L6	PAV92346.1	Diploscapter pachys	2018661	656			455	537	83	True	17	2	52
A0A2A3E3Q3	PBC25922.1	Apis cerana cerana	94128	1107			491	1032	542	True	17	9	19
A0A2A3EE38	PBC29489.1	Apis cerana cerana	94128	459			269	360	92	True	6	2	22
A0A2A3EEQ9	PBC29699.1	Apis cerana cerana	94128	609			465	533	69	True	6	1	
A0A2A3EJB5	PBC31817.1	Apis cerana cerana	94128	1374			11	1230	1220	True	9	7	191
A0A2A3EMV4	PBC33020.1	Apis cerana cerana	94128	1610			440	1544	1105	True	29	18	104
A0A2A3EQ05	PBC33845.1	Apis cerana cerana	94128	1424			887	1003	117	True	9	3	49
A0A2A3ERE2	PBC33611.1	Apis cerana cerana	94128	1180			429	1117	689	True	14	7	9
A0A2A4IXG9	PCG64505.1	Heliothis virescens	7102	603			411	527	117	True	7	2	51
A0A2A4J4G7	PCG66282.1	Heliothis virescens	7102	1460			666	1349	684	True	14	7	38
A0A2A4JK98	PCG72249.1	Heliothis virescens	7102	164			33	124	92	True	5	4	8
A0A2A4JM50	PCG72503.1	Heliothis virescens	7102	781			122	241	120	True	16	3	9
A0A2A4JMJ3	PCG73201.1	Heliothis virescens	7102	1078			447	1002	556	True	19	11	72
A0A2A4JPD5	PCG73270.1	Heliothis virescens	7102	2983			10	2700	2691	True	15	15	904
A0A2A4JVG3	PCG76027.1	Heliothis virescens	7102	1104			638	755	118	False	1	0	
A0A2A4JVM1	PCG75826.1	Heliothis virescens	7102	1949			413	1884	1472	True	26	16	50
A0A2A4JY29	PCG76534.1	Heliothis virescens	7102	849			293	781	489	True	18	10	36
A0A2A4JY36	PCG76544.1	Heliothis virescens	7102	387			11	341	331	False	1	0	
A0A2A4JYC2	PCG77021.1	Heliothis virescens	7102	850			202	769	568	True	19	13	36
A0A2A9MGK5	PFH34727.1	Besnoitia besnoiti	94643	371			191	237	47	True	7	2	26
A0A2A9NQG8	PFH51564.1	Amanita thiersii Skay4041	703135	908			686	796	111	True	19	3	48
A0A2B4RHX1	PFX16389.1	Stylophora pistillata	50429	2106	TDRD1		473	2041	1569	True	8	2	428
A0A2B4RWD5	PFX20555.1	Stylophora pistillata	50429	1562	TDRD9		1058	1122	65	True	40	2	35
A0A2B4RYJ2	PFX23514.1	Stylophora pistillata	50429	892	TDRD12		96	209	114	True	24	3	23
A0A2B4S274	PFX23516.1	Stylophora pistillata	50429	1640	TDRD12		30	1476	1447	True	29	23	45
A0A2B4S5X5	PFX23885.1	Stylophora pistillata	50429	1197	AKAP1		348	425	78	True	6	1	
A0A2B4S675	PFX24549.1	Stylophora pistillata	50429	2414	Notum		356	2273	1918	True	29	21	288
A0A2B4S8I1	PFX24775.1	Stylophora pistillata	50429	1226	Tdrd1		58	175	118	True	18	3	15
A0A2B4SBK2	PFX26469.1	Stylophora pistillata	50429	854	STK31		111	184	74	True	32	3	22
A0A2B4SFT4	PFX27913.1	Stylophora pistillata	50429	3696	TDRD1		12	3321	3310	True	8	7	706
A0A2B4SIA0	PFX28185.1	Stylophora pistillata	50429	1039	tdrd7b		399	959	561	True	23	13	35
A0A2B4SLK2	PFX30246.1	Stylophora pistillata	50429	897			693	775	83	True	31	4	20
A0A2B4SLX8	PFX30901.1	Stylophora pistillata	50429	479			1	119	119	True	7	4	6
A0A2B4SLZ5	PFX29900.1	Stylophora pistillata	50429	969	TDRKH		270	362	93	True	7	2	77
A0A2B4SQ29	PFX31183.1	Stylophora pistillata	50429	1598	Rnf17		465	1364	900	True	35	20	48
A0A2B4SQU6	PFX30902.1	Stylophora pistillata	50429	732	mrd1		558	674	117	True	10	4	20
A0A2B4T2B9	PFX34807.1	Stylophora pistillata	50429	728	TDRD5		396	513	118	True	16	5	30
A0A2B7X603	PGH04290.1	Helicocarpus griseus UAMH5409	1447875	883			650	767	118	True	2	1	
A0A2B7X816	PGH04923.1	Blastomyces parvus	2060905	882			649	772	124	True	2	1	
A0A2B7Y697	PGH19674.1	Polytolypa hystricis (strain UAMH7299)	1447883	885			652	775	124	True	2	1	
A0A2B7ZSJ2	PGH36635.1	[Emmonsia] crescens	73230	883			650	773	124	True	2	1	
A0A2C5X326	PHH52380.1	Ceratocystis fimbriata CBS 114723	1035309	884	snd1		653	773	121	False	1	0	
A0A2C5YEF1	PHH65251.1	Ophiocordyceps australis	1399860	885			646	769	124	False	1	0	
A0A2C5YGU9	PHH77308.1	Ophiocordyceps australis	1399860	885			646	769	124	False	1	0	
A0A2C5ZGL6	PHH79156.1	Ophiocordyceps camponoti-rufipedis	2004952	886			647	770	124	False	1	0	
A0A2C6L458	PHJ22512.1	Cystoisospora suis	483139	978			744	863	120	True	13	2	112
A0A2C6L4S3	PHJ22685.1	Cystoisospora suis	483139	337			196	239	44	True	7	2	10
A0A2C9VQF5	OAY48062.1	Manihot esculenta	3983	988			745	859	115	True	16	3	24
A0A2D3VA34	CZT24913.1	Ramularia collo-cygni	112498	886			652	776	125	True	2	1	
A0A2D4FUA3	LAA51063.1	Micrurus corallinus	54390	614			79	599	521	False	1	0	
A0A2D4FUB7	LAA51064.1	Micrurus corallinus	54390	669			79	599	521	False	1	0	
A0A2D4FXE4	LAA52171.1	Micrurus corallinus	54390	638			542	594	53	False	1	0	
A0A2D4FXH7	LAA52174.1	Micrurus corallinus	54390	739			643	695	53	False	1	0	
A0A2D4FY76	LAA52176.1	Micrurus corallinus	54390	420			324	376	53	False	1	0	
A0A2D4GZN1	LAA65175.1	Micrurus lemniscatus lemniscatus	129467	1183			7	438	432	False	1	0	
A0A2D4HFU8	LAA70817.1	Micrurus lemniscatus lemniscatus	129467	264			179	259	81	False	1	0	
A0A2D4HY00	LAA76833.1	Micrurus lemniscatus lemniscatus	129467	411			344	396	53	False	1	0	
A0A2D4HY10	LAA76849.1	Micrurus lemniscatus lemniscatus	129467	698			602	654	53	False	1	0	
A0A2D4IIK9	LAA84080.1	Micrurus lemniscatus lemniscatus	129467	120			1	58	58	False	1	0	
A0A2D4IJJ0	LAA84396.1	Micrurus lemniscatus lemniscatus	129467	1076			486	1006	521	False	1	0	
A0A2D4JFM6	LAA95245.1	Micrurus lemniscatus lemniscatus	129467	110			1	110	110	False	1	0	
A0A2D4L8X2	LAB17462.1	Micrurus spixii	129469	756			230	750	521	False	1	0	
A0A2D4L9E6	LAB17463.1	Micrurus spixii	129469	713			230	702	473	False	1	0	
A0A2D4MV14	LAB36603.1	Micrurus spixii	129469	675			596	675	80	False	1	0	
